player_name,pfr_player_id,adv_stat_category,team,carries,rushing_yards,rushing_first_downs,rushing_yards_before_contact,rushing_yards_before_contact_avg,rushing_yards_after_contact,rushing_yards_after_contact_avg,rushing_broken_tackles,att_br,pfr_game_id
Najee Harris,HarrNa00,rushing,PIT,12,29,NA,5,0.4,24,2,0,NA,202201160kan
Kalen Ballage,BallKa00,rushing,PIT,4,13,2,2,0.5,11,2.8,0,NA,202201160kan
Ben Roethlisberger,RoetBe00,rushing,PIT,2,-1,0,-1,-0.5,0,0,0,NA,202201160kan
Benny Snell Jr.,SnelBe00,rushing,PIT,2,15,1,8,4,7,3.5,0,NA,202201160kan
Jerick McKinnon,McKiJe00,rushing,KAN,12,61,4,34,2.8,27,2.3,0,NA,202201160kan
Derrick Gore,GoreDe00,rushing,KAN,3,3,NA,-2,-0.7,5,1.7,0,NA,202201160kan
Patrick Mahomes,MahoPa00,rushing,KAN,3,29,1,27,9,2,0.7,0,NA,202201160kan
Mecole Hardman,HardMe00,rushing,KAN,2,6,0,3,1.5,3,1.5,0,NA,202201160kan
Michael Burton,BurtMi00,rushing,KAN,1,3,1,0,0,3,3,0,NA,202201160kan
Darrel Williams,WillDa10,rushing,KAN,1,4,NA,2,2,2,2,0,NA,202201160kan
