player_name,pfr_player_id,adv_stat_category,team,tgt,rec,receiving_yards,receiving_td,receiving_fd,receiving_yards_before_catch,receiving_yards_before_catch_avg,receiving_yards_after_catch,receiving_yards_after_catch_avg,adot,receiving_broken_tackles,receiving_per_broken_tackle,receiving_drop,receiving_drop_pct,receiving_int,receiving_rat,pfr_game_id
Keelan Cole,ColeKe00,receiving,JAX,5,4,41,0,3,28,7,13,3.3,9.8,0,NA,0,0,0,100.8,201810140dal
T.J. Yeldon,YeldT.00,receiving,JAX,5,3,29,0,1,5,1.7,24,8,-0.2,0,NA,0,0,0,76.2,201810140dal
Dede Westbrook,WestDe00,receiving,JAX,5,3,38,1,2,26,8.7,12,4,12.6,0,NA,1,20,1,83.7,201810140dal
James O'Shaughnessy,O'ShJa00,receiving,JAX,4,3,29,0,1,23,7.7,6,2,6.8,0,NA,0,0,0,94.8,201810140dal
Jamaal Charles,CharJa00,receiving,JAX,2,1,5,0,NA,0,0,5,5,1,0,NA,1,50,0,56.2,201810140dal
David Grinnage,GrinDa00,receiving,JAX,1,1,7,0,NA,4,4,3,3,4,0,NA,0,0,0,95.8,201810140dal
DJ Chark,CharDJ00,receiving,JAX,1,0,0,0,NA,0,NA,0,NA,28,0,NA,0,0,0,39.6,201810140dal
Donte Moncrief,MoncDo00,receiving,JAX,3,0,0,0,NA,0,NA,0,NA,16.3,0,NA,0,0,0,39.6,201810140dal
Cole Beasley,BeasCo00,receiving,DAL,11,9,101,2,5,72,8,29,3.2,7.2,0,NA,0,0,0,144.5,201810140dal
Geoff Swaim,SwaiGe00,receiving,DAL,2,2,21,0,2,19,9.5,2,1,9.5,0,NA,0,0,0,110.4,201810140dal
Rico Gathers,GathRi00,receiving,DAL,1,1,14,0,1,2,2,12,12,2,0,NA,0,0,0,118.7,201810140dal
Michael Gallup,GallMi00,receiving,DAL,2,1,27,0,1,24,24,3,3,20.5,0,NA,0,0,0,95.8,201810140dal
Jamize Olawale,OlawJa00,receiving,DAL,1,1,3,0,NA,1,1,2,2,1,0,NA,0,0,0,79.2,201810140dal
Deonte Thompson,ThomDe04,receiving,DAL,1,1,1,0,NA,-4,-4,5,5,-4,0,NA,0,0,0,79.2,201810140dal
Ezekiel Elliott,ElliEz00,receiving,DAL,1,1,11,0,1,1,1,10,10,1,0,NA,0,0,0,112.5,201810140dal
Tavon Austin,AustTa00,receiving,DAL,1,1,5,0,NA,5,5,0,0,5,0,NA,0,0,0,87.5,201810140dal
Allen Hurns,HurnAl01,receiving,DAL,5,0,0,0,NA,0,NA,0,NA,15,0,NA,0,0,0,39.6,201810140dal
Blake Jarwin,JarwBl00,receiving,DAL,1,0,0,0,NA,0,NA,0,NA,19,0,NA,0,0,0,39.6,201810140dal
