player_name,pfr_player_id,adv_stat_category,team,completions,attempts,passing_yards,passing_first_downs,passing_first_downs_pct,intended_air_yards,intended_air_yards_per_att,completed_air_yards,cay_cmp,completed_air_yards_per_attempt,passing_yards_after_catch,passing_yards_after_catch_per_cmp,passing_drops,passing_drop_pct,passing_bad_throws,passing_bad_throw_pct,times_sacked,times_blitzed,times_hurried,times_hit,times_pressured,prss_percent,scramble_attempts,yards_per_scramble,pfr_game_id
Tom Brady,BradTo00,passing,TAM,33,45,369,22,48.9,399,8.9,239,7.2,5.3,130,3.9,1,2.4%,4,9.8%,0,9,0,1,1,2.2%,0,NA,202010250rai
Derek Carr,CarrDe02,passing,LVR,24,36,284,12,30.8,315,8.8,147,6.1,4.1,137,5.7,1,2.8%,8,22.2%,3,20,4,3,10,24.4%,2,9.5,202010250rai
