player_name,pfr_player_id,adv_stat_category,team,completions,attempts,passing_yards,passing_first_downs,passing_first_downs_pct,intended_air_yards,intended_air_yards_per_att,completed_air_yards,cay_cmp,completed_air_yards_per_attempt,passing_yards_after_catch,passing_yards_after_catch_per_cmp,passing_drops,passing_drop_pct,passing_bad_throws,passing_bad_throw_pct,times_sacked,times_blitzed,times_hurried,times_hit,times_pressured,prss_percent,scramble_attempts,yards_per_scramble,pfr_game_id
Joe Burrow,BurrJo01,passing,CIN,37,61,316,20,31.3,486,8,189,5.1,3.1,127,3.4,3,5.1%,12,20.3%,3,16,6,5,14,20.6%,4,6.3,202009170cle
Baker Mayfield,MayfBa00,passing,CLE,16,23,219,9,39.1,210,9.1,146,9.1,6.3,73,4.6,0,0.0%,4,19.0%,0,14,3,0,3,12.5%,1,8,202009170cle
