player_name,pfr_player_id,adv_stat_category,team,completions,attempts,passing_yards,passing_first_downs,passing_first_downs_pct,intended_air_yards,intended_air_yards_per_att,completed_air_yards,completed_air_yards_per_cmp,completed_air_yards_per_att,passing_yards_after_catch,passing_yards_after_catch_per_cmp,passing_drops,passing_drop_pct,passing_bad_throws,passing_bad_throw_pct,times_sacked,times_blitzed,times_hurried,times_hit,times_pressured,times_pressured_pct,scramble_attempts,yards_per_scramble,pfr_game_id
Taylor Heinicke,HeinTa00,passing,WAS,23,30,196,12,38.7,202,6.7,112,4.9,3.7,84,3.7,0,0.0%,5,16.7%,1,4,4,4,9,27.3%,2,5.5,202112050rai
Derek Carr,CarrDe02,passing,LVR,28,38,249,14,35,361,9.5,120,4.3,3.2,129,4.6,1,2.7%,3,8.1%,2,11,3,1,6,14.3%,2,12,202112050rai
