player_name,pfr_player_id,adv_stat_category,team,completions,attempts,passing_yards,passing_first_downs,passing_first_downs_pct,intended_air_yards,intended_air_yards_per_att,completed_air_yards,cay_cmp,completed_air_yards_per_attempt,passing_yards_after_catch,passing_yards_after_catch_per_cmp,passing_drops,passing_drop_pct,passing_bad_throws,passing_bad_throw_pct,times_sacked,times_blitzed,times_hurried,times_hit,times_pressured,times_pressured_pct,scramble_attempts,yards_per_scramble,pfr_game_id
Justin Herbert,HerbJu00,passing,LAC,22,32,314,16,48.5,359,11.2,223,10.1,7,91,4.1,2,6.3%,5,15.6%,1,7,5,4,10,29.4%,1,1,202012170rai
Marcus Mariota,MariMa01,passing,LVR,17,28,226,11,39.3,273,9.8,150,8.8,5.4,76,4.5,1,3.8%,6,23.1%,0,4,3,2,5,15.6%,4,4.5,202012170rai
Derek Carr,CarrDe02,passing,LVR,3,5,53,2,33.3,37,7.4,26,8.7,5.2,27,9,0,0.0%,1,25.0%,1,0,1,1,3,50.0%,0,NA,202012170rai
