player_name,pfr_player_id,adv_stat_category,team,carries,rushing_yards,rushing_first_downs,rushing_yards_before_contact,rushing_yards_before_contact_avg,rushing_yards_after_contact,rushing_yards_after_contact_avg,rushing_broken_tackles,att_br,pfr_game_id
Jordan Howard,HowaJo00,rushing,CHI,14,47,3,8,0.6,39,2.8,1,14,201811040buf
Tarik Cohen,CoheTa00,rushing,CHI,6,5,NA,-11,-1.8,16,2.7,1,6,201811040buf
Chase Daniel,DaniCh00,rushing,CHI,3,-3,NA,-3,-1,0,0,0,NA,201811040buf
Anthony Miller,MillAn02,rushing,CHI,1,9,0,6,6,3,3,0,NA,201811040buf
Mitchell Trubisky,TrubMi00,rushing,CHI,1,6,1,4,4,2,2,0,NA,201811040buf
LeSean McCoy,McCoLe01,rushing,BUF,10,10,0,2,0.2,8,0.8,0,NA,201811040buf
Nathan Peterman,PeteNa00,rushing,BUF,8,47,4,6,0.8,41,5.1,1,8,201811040buf
Chris Ivory,IvorCh00,rushing,BUF,7,36,2,16,2.3,20,2.9,0,NA,201811040buf
Zay Jones,JoneZa00,rushing,BUF,1,0,NA,-2,-2,2,2,0,NA,201811040buf
Marcus Murphy,MurpMa03,rushing,BUF,1,6,NA,4,4,2,2,0,NA,201811040buf
Terrelle Pryor,PryoTe00,rushing,BUF,1,-1,NA,-1,-1,0,0,0,NA,201811040buf
