player_name,pfr_player_id,adv_stat_category,team,carries,rushing_yards,rushing_first_downs,rushing_yards_before_contact,rushing_yards_before_contact_avg,rushing_yards_after_contact,rushing_yards_after_contact_avg,rushing_broken_tackles,att_br,pfr_game_id
Sony Michel,MichSo00,rushing,NWE,19,42,7,28,1.5,14,0.7,0,NA,201910210nyj
James White,WhitJa02,rushing,NWE,5,0,0,0,0,0,0,0,NA,201910210nyj
Damien Harris,HarrDa06,rushing,NWE,4,12,NA,8,2,4,1,0,NA,201910210nyj
Julian Edelman,EdelJu00,rushing,NWE,3,20,1,20,6.7,0,0,0,NA,201910210nyj
Jarrett Stidham,StidJa00,rushing,NWE,2,-2,NA,-2,-1,0,0,0,NA,201910210nyj
Brandon Bolden,BoldBr00,rushing,NWE,1,2,0,2,2,0,0,0,NA,201910210nyj
Le'Veon Bell,BellLe00,rushing,NYJ,15,70,3,34,2.3,36,2.4,1,15,201910210nyj
Sam Darnold,DarnSa00,rushing,NYJ,2,-1,0,-1,-0.5,0,0,0,NA,201910210nyj
Ty Montgomery,MontTy01,rushing,NYJ,2,9,NA,3,1.5,6,3,0,NA,201910210nyj
Bilal Powell,PoweBi00,rushing,NYJ,1,3,1,0,0,3,3,0,NA,201910210nyj
