player_name,pfr_player_id,adv_stat_category,team,completions,attempts,passing_yards,passing_first_downs,passing_first_downs_pct,intended_air_yards,intended_air_yards_per_att,completed_air_yards,cay_cmp,completed_air_yards_per_attempt,passing_yards_after_catch,passing_yards_after_catch_per_cmp,passing_drops,passing_drop_pct,passing_bad_throws,passing_bad_throw_pct,times_sacked,times_blitzed,times_hurried,times_hit,times_pressured,prss_percent,scramble_attempts,yards_per_scramble,pfr_game_id
Russell Wilson,WilsRu00,passing,SEA,29,35,300,15,38.5,256,7.3,154,5.3,4.4,146,5,0,0.0%,3,8.6%,4,25,2,2,8,19.5%,2,12.5,201909150pit
Mason Rudolph,RudoMa00,passing,PIT,12,19,112,7,36.8,150,7.9,69,5.8,3.6,43,3.6,1,5.3%,6,31.6%,0,6,1,1,2,10.0%,1,7,201909150pit
Ben Roethlisberger,RoetBe00,passing,PIT,8,15,75,3,18.8,111,7.4,22,2.8,1.5,53,6.6,1,6.7%,4,26.7%,1,4,1,0,2,12.5%,0,NA,201909150pit
