player_name,pfr_player_id,adv_stat_category,team,carries,rushing_yards,rushing_first_downs,rushing_yards_before_contact,rushing_yards_before_contact_avg,rushing_yards_after_contact,rushing_yards_after_contact_avg,rushing_broken_tackles,att_br,pfr_game_id
Joe Mixon,MixoJo00,rushing,CIN,24,59,2,23,1,36,1.5,0,NA,202010110rav
Joe Burrow,BurrJo01,rushing,CIN,3,10,1,7,2.3,3,1,0,NA,202010110rav
Mike Thomas,ThomMi04,rushing,CIN,1,1,NA,0,0,1,1,0,NA,202010110rav
Mark Ingram,IngrMa01,rushing,BAL,11,57,2,32,2.9,25,2.3,3,3.7,202010110rav
Gus Edwards,EdwaGu00,rushing,BAL,7,25,2,16,2.3,9,1.3,0,NA,202010110rav
Lamar Jackson,JackLa00,rushing,BAL,2,3,0,-4,-2,7,3.5,1,2,202010110rav
Marquise Brown,BrowMa04,rushing,BAL,1,1,0,1,1,0,0,0,NA,202010110rav
J.K. Dobbins,DobbJK00,rushing,BAL,1,34,1,23,23,11,11,1,1,202010110rav
Devin Duvernay,DuveDe00,rushing,BAL,1,42,1,39,39,3,3,0,NA,202010110rav
Robert Griffin III,GrifRo01,rushing,BAL,1,-1,NA,-1,-1,0,0,0,NA,202010110rav
