player_name,pfr_player_id,adv_stat_category,team,def_ints,def_targets,def_completions_allowed,def_completion_pct,def_yards_allowed,def_yards_allowed_per_cmp,def_yards_allowed_per_tgt,def_receiving_td_allowed,def_passer_rating_allowed,def_adot,def_air_yards_completed,def_yards_after_catch,def_times_blitzed,def_times_hurried,def_times_hitqb,def_sacks,def_pressures,def_tackles_combined,def_missed_tackles,def_missed_tackle_pct,pfr_game_id
Marqui Christian,ChriMa00,defense,CHI,0,6,5,83.3%,85,17,14.2,2,158.3,10.8,60,25,0,0,0,0,0,2,2,50.0%,202109120ram
Roquan Smith,SmitRo07,defense,CHI,0,5,4,80.0%,66,16.5,13.2,0,118.7,4.8,19,47,2,0,0,0,0,11,0,0.0%,202109120ram
Eddie Jackson,JackEd01,defense,CHI,0,5,4,80.0%,94,23.5,18.8,1,158.3,10.2,47,47,0,0,0,0,0,5,1,16.7%,202109120ram
Alec Ogletree,OgleAl00,defense,CHI,0,3,3,100.0%,36,12,12,0,116.7,7.3,22,14,2,0,0,0,0,5,2,28.6%,202109120ram
Tashaun Gipson,GipsTa00,defense,CHI,0,3,2,66.7%,8,4,2.7,0,70.1,2,2,6,0,0,0,0,0,3,0,0.0%,202109120ram
Kindle Vildor,VildKi00,defense,CHI,0,1,1,100.0%,19,19,19,0,118.7,19,19,0,0,0,0,0,0,5,0,0.0%,202109120ram
Jaylon Johnson,JohnJa13,defense,CHI,0,3,1,33.3%,13,13,4.3,0,47.9,13.7,12,1,0,0,0,0,0,5,0,0.0%,202109120ram
Robert Quinn,QuinRo00,defense,CHI,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,1,0.5,2,1,0,0.0%,202109120ram
Akiem Hicks,HickAk00,defense,CHI,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0.5,2,3,0,0.0%,202109120ram
Jeremiah Attaochu,AttaJe00,defense,CHI,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,1,0,0.0%,202109120ram
Trevis Gipson,GipsTr00,defense,CHI,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,100.0%,202109120ram
Khyiris Tonga,TongKh00,defense,CHI,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,100.0%,202109120ram
Khalil Mack,MackKh00,defense,CHI,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0,1,0,0.0%,202109120ram
Jalen Ramsey,RamsJa00,defense,LAR,0,9,6,66.7%,44,7.3,4.9,0,78,3.9,27,17,0,0,0,0,0,9,0,0.0%,202109120ram
Darious Williams,WillDa09,defense,LAR,0,9,6,66.7%,39,6.5,4.3,0,75.7,3.3,27,12,0,0,0,0,0,7,0,0.0%,202109120ram
David Long,LongDa02,defense,LAR,1,6,4,66.7%,42,10.5,7,0,47.2,7.7,31,11,0,0,0,0,0,5,0,0.0%,202109120ram
Taylor Rapp,RappTa00,defense,LAR,0,3,3,100.0%,20,6.7,6.7,0,94.4,3.3,10,10,0,0,0,0,0,10,1,9.1%,202109120ram
Jordan Fuller,FullJo01,defense,LAR,0,3,3,100.0%,27,9,9,0,104.2,1.3,4,23,0,0,0,0,0,11,0,0.0%,202109120ram
Leonard Floyd,FloyLe00,defense,LAR,0,2,2,100.0%,16,8,8,0,100,4,8,8,4,0,0,0,0,3,3,50.0%,202109120ram
Troy Reeder,ReedTr01,defense,LAR,0,2,2,100.0%,13,6.5,6.5,0,93.7,1,2,11,1,0,0,0,0,4,1,20.0%,202109120ram
Justin Hollins,HollJu00,defense,LAR,0,1,1,100.0%,1,1,1,0,79.2,-1,-1,2,3,0,0,2,2,8,0,0.0%,202109120ram
Robert Rochell,RochRo00,defense,LAR,0,2,1,50.0%,10,10,5,0,64.6,9,5,5,0,0,0,0,0,1,1,50.0%,202109120ram
Kenny Young,YounKe03,defense,LAR,0,3,1,33.3%,4,4,1.3,0,42.4,5.7,4,0,1,0,0,0,0,10,0,0.0%,202109120ram
Aaron Donald,DonaAa00,defense,LAR,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,1,3,3,2,40.0%,202109120ram
Greg Gaines,GainGr00,defense,LAR,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,1,1,0,0.0%,202109120ram
Justin Lawler,LawlJu00,defense,LAR,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,0,NA,202109120ram
A'Shawn Robinson,RobiAS00,defense,LAR,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,1,50.0%,202109120ram
Terrell Lewis,LewiTe00,defense,LAR,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,2,0,0.0%,202109120ram
