player_name,pfr_player_id,adv_stat_category,team,def_ints,def_targets,def_completions_allowed,def_completion_pct,def_yards_allowed,def_yards_allowed_per_cmp,def_yards_allowed_per_tgt,def_receiving_td_allowed,def_passer_rating_allowed,def_adot,def_air_yards_completed,def_yards_after_catch,def_times_blitzed,def_times_hurried,def_times_hitqb,def_sacks,def_pressures,def_tackles_combined,def_missed_tackles,def_missed_tackle_pct,pfr_game_id
Cory Littleton,LittCo01,defense,LAR,0,4,4,100.0%,20,5,5,0,87.5,-3,-12,32,2,0,0,0,0,12,0,0.0%,201912150dal
Darious Williams,WillDa09,defense,LAR,0,4,3,75.0%,62,20.7,15.5,1,156.2,7.5,21,41,0,0,0,0,0,5,0,0.0%,201912150dal
Taylor Rapp,RappTa00,defense,LAR,0,4,3,75.0%,49,16.3,12.3,0,115.6,5.3,11,38,1,0,0,0,0,10,0,0.0%,201912150dal
Troy Reeder,ReedTr01,defense,LAR,0,3,2,66.7%,32,16,10.7,0,102.1,3,8,24,0,0,0,0,0,5,3,37.5%,201912150dal
Dante Fowler,FowlDa00,defense,LAR,0,1,1,100.0%,11,11,11,0,112.5,1,1,10,7,2,0,0,2,6,1,14.3%,201912150dal
Jalen Ramsey,RamsJa00,defense,LAR,0,1,1,100.0%,19,19,19,0,118.7,19,19,0,0,0,0,0,0,1,0,0.0%,201912150dal
Samson Ebukam,EbukSa00,defense,LAR,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,1,0,1,3,1,25.0%,201912150dal
Troy Hill,HillTr01,defense,LAR,0,2,0,0.0%,NA,NA,0,NA,39.6,25,NA,NA,0,0,0,0,0,1,0,0.0%,201912150dal
Clay Matthews,MattCl99,defense,LAR,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,0,0,0,6,2,25.0%,201912150dal
Travin Howard,HowaTr00,defense,LAR,0,1,0,0.0%,NA,NA,0,NA,39.6,4,NA,NA,0,0,0,0,0,0,0,NA,201912150dal
Nickell Robey-Coleman,RobeNi00,defense,LAR,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,3,1,25.0%,201912150dal
Sebastian Joseph,JoseSe00,defense,LAR,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,4,2,33.3%,201912150dal
Aaron Donald,DonaAa00,defense,LAR,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,3,1,25.0%,201912150dal
Eric Weddle,WeddEr99,defense,LAR,0,1,0,0.0%,NA,NA,0,NA,39.6,0,NA,NA,0,0,0,0,0,5,3,37.5%,201912150dal
Chidobe Awuzie,AwuzCh00,defense,DAL,0,14,8,57.1%,57,7.1,4.1,1,90.5,9.7,33,24,0,0,0,0,0,6,0,0.0%,201912150dal
Justin March,MarcJu00,defense,DAL,0,10,7,70.0%,73,10.4,7.3,0,90.8,3.3,24,49,1,0,0,0,0,6,2,25.0%,201912150dal
Jourdan Lewis,LewiJo01,defense,DAL,0,8,6,75.0%,45,7.5,5.6,0,88,5.6,29,16,7,0,0,1,1,7,0,0.0%,201912150dal
Sean Lee,LeexSe99,defense,DAL,1,3,3,100.0%,36,12,12,0,77.1,-1.3,-4,40,3,0,0,1,1,4,0,0.0%,201912150dal
Jaylon Smith,SmitJa05,defense,DAL,0,4,3,75.0%,16,5.3,4,0,81.2,5.5,16,0,2,0,0,0,0,5,0,0.0%,201912150dal
Jeff Heath,HeatJe00,defense,DAL,0,5,3,60.0%,37,12.3,7.4,1,122.5,8.8,12,25,0,0,0,0,0,1,0,0.0%,201912150dal
Byron Jones,JoneBy00,defense,DAL,0,4,2,50.0%,19,9.5,4.8,0,63.5,6.5,11,8,0,0,0,0,0,2,0,0.0%,201912150dal
C.J. Goodwin,GoodC.00,defense,DAL,0,1,1,100.0%,5,5,5,0,87.5,5,5,0,0,0,0,0,0,1,0,0.0%,201912150dal
Joe Thomas,ThomJo04,defense,DAL,0,2,1,50.0%,1,1,0.5,0,56.2,-2,-6,7,3,0,0,0,0,2,0,0.0%,201912150dal
Michael Bennett,BennMi99,defense,DAL,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2,0,2,1,0,0.0%,201912150dal
DeMarcus Lawrence,LawrDe00,defense,DAL,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,2,1,0,0.0%,201912150dal
Robert Quinn,QuinRo00,defense,DAL,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,1,0,0,NA,201912150dal
Kerry Hyder,HydeKe01,defense,DAL,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,2,0,0.0%,201912150dal
Dorance Armstrong Jr.,ArmsDo00,defense,DAL,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,1,50.0%,201912150dal
Chris Covington,CoviCh01,defense,DAL,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,2,1,33.3%,201912150dal
