player_name,pfr_player_id,adv_stat_category,team,carries,rushing_yards,rushing_first_downs,rushing_yards_before_contact,rushing_yards_before_contact_avg,rushing_yards_after_contact,rushing_yards_after_contact_avg,rushing_broken_tackles,att_br,pfr_game_id
Myles Gaskin,GaskMy00,rushing,MIA,23,89,4,56,2.4,33,1.4,1,23,202111210nyj
Duke Johnson,JohnDu00,rushing,MIA,4,18,NA,10,2.5,8,2,0,NA,202111210nyj
Tua Tagovailoa,TagoTu00,rushing,MIA,3,6,0,4,1.3,2,0.7,0,NA,202111210nyj
Patrick Laird,LairPa00,rushing,MIA,1,4,0,2,2,2,2,0,NA,202111210nyj
Jaylen Waddle,WaddJa00,rushing,MIA,1,1,1,1,1,0,0,0,NA,202111210nyj
Albert Wilson,WilsAl02,rushing,MIA,1,-3,0,-3,-3,0,0,0,NA,202111210nyj
Michael Carter,CartMi03,rushing,NYJ,9,63,2,7,0.8,56,6.2,1,9,202111210nyj
Tevin Coleman,ColeTe01,rushing,NYJ,5,16,NA,9,1.8,7,1.4,1,5,202111210nyj
Joe Flacco,FlacJo00,rushing,NYJ,2,3,1,1,0.5,2,1,0,NA,202111210nyj
Ty Johnson,JohnTy02,rushing,NYJ,1,5,1,1,1,4,4,0,NA,202111210nyj
Elijah Moore,MoorEl00,rushing,NYJ,1,15,1,11,11,4,4,0,NA,202111210nyj
