player_name,pfr_player_id,adv_stat_category,team,carries,rushing_yards,rushing_first_downs,rushing_yards_before_contact,rushing_yards_before_contact_avg,rushing_yards_after_contact,rushing_yards_after_contact_avg,rushing_broken_tackles,att_br,pfr_game_id
Todd Gurley,GurlTo01,rushing,LAR,28,208,10,117,4.2,91,3.3,5,5.6,201810140den
Malcolm Brown,BrowMa03,rushing,LAR,5,24,NA,18,3.6,6,1.2,3,1.7,201810140den
Jared Goff,GoffJa00,rushing,LAR,4,14,1,14,3.5,0,0,0,NA,201810140den
Cooper Kupp,KuppCo00,rushing,LAR,1,12,1,12,12,0,0,0,NA,201810140den
Robert Woods,WoodRo02,rushing,LAR,1,12,1,12,12,0,0,0,NA,201810140den
Royce Freeman,FreeRo00,rushing,DEN,9,22,1,14,1.6,8,0.9,2,4.5,201810140den
Phillip Lindsay,LindPh00,rushing,DEN,4,18,0,13,3.3,5,1.3,0,NA,201810140den
Devontae Booker,BookDe00,rushing,DEN,2,15,1,11,5.5,4,2,0,NA,201810140den
Case Keenum,KeenCa00,rushing,DEN,1,6,1,6,6,0,0,0,NA,201810140den
Chad Kelly,KellCh00,rushing,DEN,1,-1,NA,-1,-1,0,0,0,NA,201810140den
