player_name,pfr_player_id,adv_stat_category,team,completions,attempts,passing_yards,passing_first_downs,passing_first_downs_pct,intended_air_yards,intended_air_yards_per_att,completed_air_yards,cay_cmp,completed_air_yards_per_attempt,passing_yards_after_catch,passing_yards_after_catch_per_cmp,passing_drops,passing_drop_pct,passing_bad_throws,passing_bad_throw_pct,times_sacked,times_blitzed,times_hurried,times_hit,times_pressured,times_pressured_pct,scramble_attempts,yards_per_scramble,pfr_game_id
Teddy Bridgewater,BridTe00,passing,CAR,19,28,197,11,34.4,290,10.4,131,6.9,4.7,66,3.5,0,0.0%,3,10.7%,4,11,1,2,7,20.6%,2,5,202012270was
Dwayne Haskins,HaskDw00,passing,WAS,14,28,154,4,13.3,235,8.4,33,2.4,1.2,121,8.6,2,7.1%,8,28.6%,2,2,4,4,10,33.3%,0,NA,202012270was
Taylor Heinicke,HeinTa00,passing,WAS,12,19,137,6,30,255,13.4,88,7.3,4.6,49,4.1,1,5.3%,4,21.1%,1,3,1,1,3,13.0%,3,7.3,202012270was
