player_name,pfr_player_id,adv_stat_category,team,completions,attempts,passing_yards,passing_first_downs,passing_first_downs_pct,intended_air_yards,intended_air_yards_per_att,completed_air_yards,completed_air_yards_per_cmp,completed_air_yards_per_att,passing_yards_after_catch,passing_yards_after_catch_per_cmp,passing_drops,passing_drop_pct,passing_bad_throws,passing_bad_throw_pct,times_sacked,times_blitzed,times_hurried,times_hit,times_pressured,times_pressured_pct,scramble_attempts,yards_per_scramble,pfr_game_id
Matthew Stafford,StafMa00,passing,LAR,23,30,287,12,36.4,250,8.3,183,8,6.1,104,4.5,2,6.7%,4,13.3%,3,11,5,2,10,30.3%,0,NA,202112130crd
Kyler Murray,MurrKy00,passing,ARI,32,49,383,17,32.1,505,10.3,237,7.4,4.8,146,4.6,1,2.0%,10,20.4%,4,14,12,2,18,30.5%,6,10.2,202112130crd
