player_name,pfr_player_id,adv_stat_category,team,def_ints,def_targets,def_completions_allowed,def_completion_pct,def_yards_allowed,def_yards_allowed_per_cmp,def_yards_allowed_per_tgt,def_receiving_td_allowed,def_passer_rating_allowed,def_adot,def_air_yards_completed,def_yards_after_catch,def_times_blitzed,def_times_hurried,def_times_hitqb,def_sacks,def_pressures,def_tackles_combined,def_missed_tackles,def_missed_tackle_pct,pfr_game_id
Eric Rowe,RoweEr00,defense,MIA,0,6,6,100.0%,74,12.3,12.3,0,118.1,5,30,44,0,0,0,0,0,10,1,9.1%,202011220den
Xavien Howard,HowaXa00,defense,MIA,1,10,4,40.0%,92,23,9.2,0,34.2,15.6,49,43,0,0,0,0,0,7,0,0.0%,202011220den
Nik Needham,NeedNi00,defense,MIA,0,6,3,50.0%,46,15.3,7.7,0,75.7,13,37,9,2,0,0,0,0,4,0,0.0%,202011220den
Elandon Roberts,RobeEl00,defense,MIA,0,2,2,100.0%,38,19,19,0,118.7,5.5,11,27,2,0,0,0,0,5,3,37.5%,202011220den
Byron Jones,JoneBy00,defense,MIA,0,4,2,50.0%,10,5,2.5,0,56.2,14,7,3,1,0,0,0,0,3,1,25.0%,202011220den
Kyle Van Noy,VanNKy00,defense,MIA,0,2,1,50.0%,15,15,7.5,0,75,1.5,1,14,7,0,2,0,2,4,0,0.0%,202011220den
Jerome Baker,BakeJe00,defense,MIA,0,2,1,50.0%,4,4,2,0,56.2,2,4,0,3,1,0,0,1,2,0,0.0%,202011220den
Shaq Lawson,LawsSh00,defense,MIA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,1,2,0,0.0%,202011220den
Jason Strowbridge,StroJa02,defense,MIA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,1,0,0.0%,202011220den
Bobby McCain,McCaBo01,defense,MIA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,0,0,1,6,0,0.0%,202011220den
Andrew Van Ginkel,VanGAn00,defense,MIA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,1,0,1,2,1,33.3%,202011220den
Kamu Grugier-Hill,GrugKa00,defense,MIA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,1,0,0.0%,202011220den
Jamal Perry,WiltJo01,defense,MIA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,1,50.0%,202011220den
Brandon Jones,JoneBr06,defense,MIA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,2,1,33.3%,202011220den
Justin Simmons,SimmJu00,defense,DEN,1,7,5,71.4%,46,9.2,6.6,0,49.4,8.1,35,11,0,0,0,0,0,7,0,0.0%,202011220den
A.J. Bouye,BouyA.00,defense,DEN,0,4,3,75.0%,25,8.3,6.3,1,130.2,7.8,22,3,0,0,0,0,0,2,0,0.0%,202011220den
Bryce Callahan,CallBr00,defense,DEN,0,10,3,30.0%,15,5,1.5,0,39.6,14.7,15,0,0,0,0,0,0,5,0,0.0%,202011220den
Kareem Jackson,JackKa99,defense,DEN,0,5,3,60.0%,36,12,7.2,0,82.1,10.4,20,16,0,0,0,0,0,3,1,25.0%,202011220den
Malik Reed,ReedMa01,defense,DEN,0,2,2,100.0%,11,5.5,5.5,0,89.6,1.5,3,8,12,0,1,1.5,3,6,0,0.0%,202011220den
Josey Jewell,JeweJo00,defense,DEN,0,2,2,100.0%,21,10.5,10.5,0,110.4,2,4,17,5,1,0,0,1,3,0,0.0%,202011220den
Essang Bassey,BassEs01,defense,DEN,0,2,2,100.0%,20,10,10,0,108.3,5.5,11,9,3,1,0,0,1,3,0,0.0%,202011220den
Alexander Johnson,JohnAl01,defense,DEN,0,4,2,50.0%,17,8.5,4.3,0,61.5,4.5,7,10,7,0,0,0,0,6,0,0.0%,202011220den
Alijah Holder,HoldAl01,defense,DEN,0,2,1,50.0%,9,9,4.5,0,62.5,2,4,5,0,0,0,0,0,1,0,0.0%,202011220den
DeShawn Williams,WillDe04,defense,DEN,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,2,3,3,0,0.0%,202011220den
Bradley Chubb,ChubBr00,defense,DEN,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,1,0,1,2,5,0,0.0%,202011220den
DeMarcus Walker,WalkDe03,defense,DEN,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.5,1,2,0,0.0%,202011220den
Dre'Mont Jones,JoneDr00,defense,DEN,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,3,0,0.0%,202011220den
