player_name,pfr_player_id,adv_stat_category,team,completions,attempts,passing_yards,passing_first_downs,passing_first_downs_pct,intended_air_yards,intended_air_yards_per_att,completed_air_yards,completed_air_yards_per_cmp,completed_air_yards_per_att,passing_yards_after_catch,passing_yards_after_catch_per_cmp,passing_drops,passing_drop_pct,passing_bad_throws,passing_bad_throw_pct,times_sacked,times_blitzed,times_hurried,times_hit,times_pressured,times_pressured_pct,scramble_attempts,yards_per_scramble,pfr_game_id
Tom Brady,BradTo00,passing,TAM,28,40,375,13,30.2,340,8.5,170,6.1,4.3,205,7.3,2,5.1%,7,17.9%,3,10,0,2,5,11.6%,0,NA,202110310nor
Leonard Fournette,FourLe00,passing,TAM,0,1,0,0,0,0,0,0,NA,0,0,NA,0,0.0%,0,0.0%,0,0,0,0,0,0.0%,0,NA,202110310nor
Trevor Siemian,SiemTr00,passing,NOR,16,29,159,10,33.3,171,5.9,92,5.8,3.2,67,4.2,0,0.0%,6,22.2%,1,12,3,4,8,25.8%,1,3,202110310nor
Jameis Winston,WinsJa00,passing,NOR,6,10,56,2,20,18,1.8,19,3.2,1.9,37,6.2,0,0.0%,2,22.2%,0,8,0,2,2,14.3%,4,10,202110310nor
