player_name,pfr_player_id,adv_stat_category,team,tgt,rec,receiving_yards,receiving_td,receiving_fd,receiving_yards_before_catch,receiving_yards_before_catch_avg,receiving_yards_after_catch,receiving_yards_after_catch_avg,adot,receiving_broken_tackles,receiving_per_broken_tackle,receiving_drop,receiving_drop_pct,receiving_int,receiving_rat,pfr_game_id
DeAndre Hopkins,HopkDe00,receiving,HOU,8,6,119,0,5,73,12.2,46,7.7,10.9,1,6,0,0,0,116.7,201912150oti
Will Fuller,FullWi01,receiving,HOU,7,5,61,0,4,41,8.2,20,4,13.3,0,NA,0,0,1,58.3,201912150oti
Kenny Stills,StilKe00,receiving,HOU,3,3,35,2,2,34,11.3,1,0.3,11.3,0,NA,0,0,0,154.9,201912150oti
Jordan Akins,AkinJo00,receiving,HOU,2,2,7,0,NA,6,3,1,0.5,3,0,NA,0,0,0,81.2,201912150oti
Duke Johnson,JohnDu00,receiving,HOU,3,2,19,0,1,-6,-3,25,12.5,4.7,0,NA,0,0,1,44.4,201912150oti
Darren Fells,FellDa01,receiving,HOU,2,1,2,0,NA,0,0,2,2,1,0,NA,0,0,0,56.2,201912150oti
A.J. Brown,BrowAJ00,receiving,TEN,13,8,114,1,6,78,9.8,36,4.5,13.7,0,NA,0,0,0,115.5,201912150oti
Jonnu Smith,SmitJo01,receiving,TEN,5,5,60,0,3,29,5.8,31,6.2,5.8,1,5,0,0,0,116.7,201912150oti
Corey Davis,DaviCo03,receiving,TEN,6,3,57,0,3,23,7.7,34,11.3,11,1,3,1,16.7,0,83.3,201912150oti
Tajae Sharpe,SharTa00,receiving,TEN,2,2,28,0,2,26,13,2,1,13,0,NA,0,0,0,118.7,201912150oti
Khari Blasingame,BlasKh00,receiving,TEN,1,1,0,0,NA,-2,-2,2,2,-2,0,NA,0,0,0,79.2,201912150oti
Anthony Firkser,FirkAn00,receiving,TEN,4,1,7,0,NA,3,3,4,4,8.8,0,NA,0,0,1,0,201912150oti
Dion Lewis,LewiDi00,receiving,TEN,1,1,11,1,1,4,4,7,7,4,0,NA,0,0,0,152.1,201912150oti
Kalif Raymond,RaymKa00,receiving,TEN,2,1,2,0,NA,2,2,0,0,10,0,NA,0,0,0,56.2,201912150oti
Dane Cruikshank,CruiDa00,receiving,TEN,1,0,0,0,NA,0,NA,0,NA,30,0,NA,0,0,0,39.6,201912150oti
Derrick Henry,HenrDe00,receiving,TEN,1,0,0,0,0,0,NA,0,NA,-3,0,NA,0,0,0,39.6,201912150oti
