player_name,pfr_player_id,adv_stat_category,team,completions,attempts,passing_yards,passing_first_downs,passing_first_downs_pct,intended_air_yards,intended_air_yards_per_att,completed_air_yards,cay_cmp,completed_air_yards_per_attempt,passing_yards_after_catch,passing_yards_after_catch_per_cmp,passing_drops,passing_drop_pct,passing_bad_throws,passing_bad_throw_pct,times_sacked,times_blitzed,times_hurried,times_hit,times_pressured,times_pressured_pct,scramble_attempts,yards_per_scramble,pfr_game_id
Kyler Murray,MurrKy00,passing,ARI,26,42,325,13,30.2,400,9.5,184,7.1,4.4,141,5.4,0,0.0%,6,15.8%,1,9,3,0,4,9.3%,0,NA,201912290ram
Brett Hundley,HundBr00,passing,ARI,1,1,0,NA,NA,-7,-7,-7,-7,-7,7,7,0,0.0%,0,0.0%,0,0,0,0,0,0.0%,0,NA,201912290ram
Jared Goff,GoffJa00,passing,LAR,29,45,319,17,37,352,7.8,196,6.8,4.4,123,4.2,0,0.0%,9,20.0%,1,23,1,0,2,4.3%,1,5,201912290ram
