player_name,pfr_player_id,adv_stat_category,team,carries,rushing_yards,rushing_first_downs,rushing_yards_before_contact,rushing_yards_before_contact_avg,rushing_yards_after_contact,rushing_yards_after_contact_avg,rushing_broken_tackles,att_br,pfr_game_id
Ezekiel Elliott,ElliEz00,rushing,DAL,23,122,7,79,3.4,43,1.9,4,5.8,201811180atl
Dak Prescott,PresDa01,rushing,DAL,4,5,2,2,0.5,3,0.8,0,NA,201811180atl
Jourdan Lewis,LewiJo01,rushing,DAL,1,5,NA,5,5,0,0,0,NA,201811180atl
Rod Smith,SmitRo06,rushing,DAL,1,0,NA,0,0,0,0,0,NA,201811180atl
Tevin Coleman,ColeTe01,rushing,ATL,8,58,4,46,5.8,12,1.5,1,8,201811180atl
Ito Smith,SmitIt00,rushing,ATL,6,10,NA,5,0.8,5,0.8,0,NA,201811180atl
Marvin Hall,HallMa02,rushing,ATL,1,3,NA,3,3,0,0,0,NA,201811180atl
Calvin Ridley,RidlCa00,rushing,ATL,1,5,0,5,5,0,0,0,NA,201811180atl
Matt Ryan,RyanMa00,rushing,ATL,1,1,1,1,1,0,0,0,NA,201811180atl
Mohamed Sanu,SanuMo00,rushing,ATL,1,3,1,3,3,0,0,0,NA,201811180atl
