player_name,pfr_player_id,adv_stat_category,team,tgt,rec,receiving_yards,receiving_td,receiving_fd,receiving_yards_before_catch,receiving_yards_before_catch_avg,receiving_yards_after_catch,receiving_yards_after_catch_avg,adot,receiving_broken_tackles,receiving_per_broken_tackle,receiving_drop,receiving_drop_pct,receiving_int,receiving_rat,pfr_game_id
Davante Adams,AdamDa01,receiving,GNB,7,6,55,0,4,22,3.7,33,5.5,6.4,1,6,0,0,0,99.4,202201090det
Allen Lazard,LazaAl00,receiving,GNB,6,5,75,2,5,48,9.6,27,5.4,8.7,0,NA,1,16.7,0,158.3,202201090det
Josiah Deguara,DeguJo00,receiving,GNB,4,3,66,1,1,-1,-0.3,67,22.3,-0.5,1,3,0,0,0,156.2,202201090det
Juwann Winfree,WinfJu00,receiving,GNB,3,3,16,0,2,9,3,7,2.3,3,0,NA,0,0,0,88.9,202201090det
Equanimeous St. Brown,St.BEq00,receiving,GNB,5,2,22,0,1,18,9,4,2,13.8,0,NA,0,0,1,14.2,202201090det
Patrick Taylor,TaylPa01,receiving,GNB,2,2,3,0,1,-2,-1,5,2.5,-1,0,NA,0,0,0,79.2,202201090det
Dominique Dafney,DafnDo00,receiving,GNB,1,1,26,0,1,-1,-1,27,27,-1,0,NA,0,0,0,118.7,202201090det
AJ Dillon,DillAJ00,receiving,GNB,1,1,4,0,0,1,1,3,3,1,0,NA,0,0,0,83.3,202201090det
Amari Rodgers,RodgAm00,receiving,GNB,3,1,5,0,NA,5,5,0,0,7,0,NA,0,0,1,2.8,202201090det
Tyler Davis,DaviTy02,receiving,GNB,1,0,0,0,NA,0,NA,0,NA,16,0,NA,1,100,0,39.6,202201090det
Marcedes Lewis,LewiMa00,receiving,GNB,1,0,0,0,NA,0,NA,0,NA,1,0,NA,0,0,0,39.6,202201090det
Marquez Valdes-Scantling,ValdMa00,receiving,GNB,1,0,0,0,NA,0,NA,0,NA,7,0,NA,0,0,0,39.6,202201090det
Amon-Ra St. Brown,StxxAm00,receiving,DET,10,8,109,1,7,57,7.1,52,6.5,8.1,1,8,0,0,0,145.4,202201090det
Kalif Raymond,RaymKa00,receiving,DET,5,4,101,1,2,41,10.3,60,15,11.4,0,NA,0,0,0,158.3,202201090det
D'Andre Swift,SwifDA00,receiving,DET,5,4,16,0,0,-10,-2.5,26,6.5,-0.6,1,4,0,0,0,80,202201090det
Brock Wright,WrigBr01,receiving,DET,2,2,51,1,2,23,11.5,28,14,11.5,0,NA,0,0,0,158.3,202201090det
Tom Kennedy,KennTo01,receiving,DET,2,2,16,0,0,15,7.5,1,0.5,7.5,0,NA,0,0,0,100,202201090det
Josh Reynolds,ReynJo00,receiving,DET,3,1,11,0,1,11,11,0,0,11.3,0,NA,0,0,0,45.1,202201090det
Jamaal Williams,WillJa06,receiving,DET,1,1,9,0,0,2,2,7,7,2,0,NA,0,0,0,104.2,202201090det
Godwin Igwebuike,IgweGo00,receiving,DET,1,0,0,0,NA,0,NA,0,NA,13,0,NA,0,0,0,39.6,202201090det
