player_name,pfr_player_id,adv_stat_category,team,tgt,rec,receiving_yards,receiving_td,receiving_fd,receiving_yards_before_catch,receiving_yards_before_catch_avg,receiving_yards_after_catch,receiving_yards_after_catch_avg,adot,receiving_broken_tackles,receiving_per_broken_tackle,receiving_drop,receiving_drop_pct,receiving_int,receiving_rat,pfr_game_id
Cooper Kupp,KuppCo00,receiving,LAR,12,9,130,2,7,68,7.6,62,6.9,10.2,0,NA,2,16.7,2,109.7,202110170nyg
Tyler Higbee,HigbTy00,receiving,LAR,5,5,36,0,3,21,4.2,15,3,4.2,0,NA,0,0,0,96.7,202110170nyg
Van Jefferson,JeffVa00,receiving,LAR,4,3,19,0,2,-1,-0.3,20,6.7,3.3,0,NA,0,0,0,84.4,202110170nyg
Darrell Henderson,HendDa00,receiving,LAR,3,2,29,1,1,27,13.5,2,1,9.7,0,NA,1,33.3,0,137.5,202110170nyg
Robert Woods,WoodRo02,receiving,LAR,5,2,31,1,2,18,9,13,6.5,9.2,0,NA,0,0,0,100.8,202110170nyg
DeSean Jackson,JackDe00,receiving,LAR,1,1,6,0,NA,5,5,1,1,5,0,NA,0,0,0,91.7,202110170nyg
Sterling Shepard,ShepSt00,receiving,NYG,14,10,76,0,5,50,5,26,2.6,7,0,NA,1,7.1,1,54.5,202110170nyg
Dante Pettis,PettDa00,receiving,NYG,11,5,48,0,3,36,7.2,12,2.4,8.2,0,NA,2,18.2,1,20.3,202110170nyg
Devontae Booker,BookDe00,receiving,NYG,4,4,28,0,1,-4,-1,32,8,-1,0,NA,0,0,0,95.8,202110170nyg
Evan Engram,EngrEv00,receiving,NYG,5,3,24,0,2,8,2.7,16,5.3,4.6,0,NA,0,0,1,32.5,202110170nyg
Kadarius Toney,ToneKa00,receiving,NYG,3,3,36,0,2,22,7.3,14,4.7,7.3,0,NA,0,0,0,116.7,202110170nyg
Collin Johnson,JohnCo01,receiving,NYG,5,2,21,0,2,16,8,5,2.5,7.4,0,NA,1,20,0,52.9,202110170nyg
Elijhaa Penny,PennEl00,receiving,NYG,2,1,1,0,0,0,0,1,1,-1,0,NA,0,0,0,56.2,202110170nyg
Kyle Rudolph,RudoKy00,receiving,NYG,2,1,8,0,NA,0,0,8,8,6,1,1,0,0,0,60.4,202110170nyg
John Ross,RossJo00,receiving,NYG,2,0,0,0,NA,0,NA,0,NA,13.5,0,NA,0,0,0,39.6,202110170nyg
