player_name,pfr_player_id,adv_stat_category,team,completions,attempts,passing_yards,passing_first_downs,passing_first_downs_pct,intended_air_yards,intended_air_yards_per_att,completed_air_yards,cay_cmp,completed_air_yards_per_attempt,passing_yards_after_catch,passing_yards_after_catch_per_cmp,passing_drops,passing_drop_pct,passing_bad_throws,passing_bad_throw_pct,times_sacked,times_blitzed,times_hurried,times_hit,times_pressured,times_pressured_pct,scramble_attempts,yards_per_scramble,pfr_game_id
Josh Allen,AlleJo02,passing,BUF,16,33,151,6,15,307,9.3,82,5.1,2.5,69,4.3,0,0.0%,12,36.4%,7,15,6,3,16,37.2%,3,4.3,201809300gnb
Aaron Rodgers,RodgAa00,passing,GNB,22,40,298,12,28.6,423,10.6,154,7,3.9,144,6.5,5,12.5%,8,20.0%,2,8,2,2,6,13.0%,4,8.5,201809300gnb
