player_name,pfr_player_id,adv_stat_category,team,tgt,rec,receiving_yards,receiving_td,receiving_fd,receiving_yards_before_catch,receiving_yards_before_catch_avg,receiving_yards_after_catch,receiving_yards_after_catch_avg,adot,receiving_broken_tackles,receiving_per_broken_tackle,receiving_drop,receiving_drop_pct,receiving_int,receiving_rat,pfr_game_id
Will Dissly,DissWi00,receiving,SEA,8,7,57,1,3,47,6.7,10,1.4,6.6,0,NA,0,0,0,135.9,201909290crd
Chris Carson,CarsCh00,receiving,SEA,4,4,41,0,2,4,1,37,9.3,1,2,2,0,0,0,109.4,201909290crd
Tyler Lockett,LockTy00,receiving,SEA,4,4,51,0,2,42,10.5,9,2.3,10.5,0,NA,0,0,0,118.7,201909290crd
Jaron Brown,BrowJa03,receiving,SEA,3,3,50,0,2,26,8.7,24,8,8.7,0,NA,0,0,0,118.7,201909290crd
Luke Willson,WillLu00,receiving,SEA,2,2,26,0,1,23,11.5,3,1.5,11.5,0,NA,0,0,0,118.7,201909290crd
D.K. Metcalf,MetcDK00,receiving,SEA,4,1,6,0,NA,0,0,6,6,9,0,NA,0,0,0,39.6,201909290crd
David Moore,MoorDa03,receiving,SEA,2,1,9,0,NA,5,5,4,4,7,0,NA,0,0,0,62.5,201909290crd
David Johnson,JohnDa08,receiving,ARI,11,8,99,0,3,8,1,91,11.4,0.2,1,8,1,9.1,1,62.3,201909290crd
Larry Fitzgerald,FitzLa00,receiving,ARI,5,5,47,0,3,11,2.2,36,7.2,2.2,0,NA,0,0,0,105.8,201909290crd
Christian Kirk,KirkCh01,receiving,ARI,5,4,37,0,3,33,8.3,4,1,10.6,0,NA,1,20,0,97.5,201909290crd
KeeSean Johnson,JohnKe07,receiving,ARI,3,2,19,0,1,9,4.5,10,5,4.7,0,NA,0,0,0,84,201909290crd
Charles Clay,ClayCh00,receiving,ARI,2,1,3,0,NA,0,0,3,3,-1,0,NA,0,0,0,56.2,201909290crd
Trent Sherfield,SherTr00,receiving,ARI,3,1,15,0,1,14,14,1,1,20.3,0,NA,0,0,0,50.7,201909290crd
Maxx Williams,WillMa04,receiving,ARI,1,1,21,0,1,6,6,15,15,6,0,NA,0,0,0,118.7,201909290crd
