player_name,pfr_player_id,adv_stat_category,team,carries,rushing_yards,rushing_first_downs,rushing_yards_before_contact,rushing_yards_before_contact_avg,rushing_yards_after_contact,rushing_yards_after_contact_avg,rushing_broken_tackles,att_br,pfr_game_id
Latavius Murray,MurrLa00,rushing,NOR,17,61,3,24,1.4,37,2.2,1,17,201912290car
Alvin Kamara,KamaAl00,rushing,NOR,8,39,3,16,2,23,2.9,3,2.7,201912290car
Teddy Bridgewater,BridTe00,rushing,NOR,3,-3,0,-3,-1,0,0,0,NA,201912290car
Deonte Harris,HarrDe07,rushing,NOR,2,13,NA,11,5.5,2,1,0,NA,201912290car
Taysom Hill,HillTa00,rushing,NOR,2,4,0,2,1,2,1,0,NA,201912290car
Dwayne Washington,WashDw00,rushing,NOR,2,2,NA,0,0,2,1,0,NA,201912290car
Drew Brees,BreeDr00,rushing,NOR,1,-1,0,-1,-1,0,0,0,NA,201912290car
Christian McCaffrey,McCaCh01,rushing,CAR,9,26,2,14,1.6,12,1.3,1,9,201912290car
Will Grier,GrieWi00,rushing,CAR,3,5,NA,4,1.3,1,0.3,0,NA,201912290car
Kyle Allen,AlleKy00,rushing,CAR,2,5,0,2,1,3,1.5,0,NA,201912290car
Reggie Bonnafon,BonnRe00,rushing,CAR,2,3,0,3,1.5,0,0,0,NA,201912290car
Mike Davis,DaviMi01,rushing,CAR,2,2,NA,-1,-0.5,3,1.5,0,NA,201912290car
