player_name,pfr_player_id,adv_stat_category,team,tgt,rec,receiving_yards,receiving_td,receiving_fd,receiving_yards_before_catch,receiving_yards_before_catch_avg,receiving_yards_after_catch,receiving_yards_after_catch_avg,adot,receiving_broken_tackles,receiving_per_broken_tackle,receiving_drop,receiving_drop_pct,receiving_int,receiving_rat,pfr_game_id
Justin Jefferson,JeffJu00,receiving,MIN,11,9,143,0,7,111,12.3,32,3.6,11.6,1,9,0,0,0,118.7,202111140sdg
Adam Thielen,ThieAd00,receiving,MIN,7,5,65,0,2,35,7,30,6,8.4,0,NA,0,0,0,100.3,202111140sdg
Tyler Conklin,ConkTy00,receiving,MIN,5,3,11,2,2,8,2.7,3,1,10,0,NA,0,0,0,104.2,202111140sdg
Dalvin Cook,CookDa01,receiving,MIN,5,3,24,0,1,-18,-6,42,14,-4.8,0,NA,0,0,0,72.1,202111140sdg
C.J. Ham,HamxC.00,receiving,MIN,3,3,13,0,NA,6,2,7,2.3,2,0,NA,0,0,0,84.7,202111140sdg
Chris Herndon,HernCh00,receiving,MIN,2,1,14,0,1,2,2,12,12,4.5,0,NA,1,50,0,72.9,202111140sdg
Alexander Mattison,MattAl01,receiving,MIN,1,1,24,0,1,1,1,23,23,1,3,0.3,0,0,0,118.7,202111140sdg
K.J. Osborn,OsboKJ00,receiving,MIN,1,0,0,0,NA,0,NA,0,NA,8,0,NA,0,0,0,39.6,202111140sdg
Keenan Allen,AlleKe00,receiving,LAC,11,8,98,0,5,63,7.9,35,4.4,9.2,0,NA,0,0,1,61.9,202111140sdg
Mike Williams,WillMi07,receiving,LAC,6,4,33,0,4,7,1.8,26,6.5,1.7,0,NA,1,16.7,0,80.6,202111140sdg
Austin Ekeler,EkelAu00,receiving,LAC,6,3,15,1,1,2,0.7,13,4.3,4.3,0,NA,1,16.7,0,95.8,202111140sdg
Josh Palmer,PalmJo00,receiving,LAC,4,3,22,0,1,15,5,7,2.3,4.5,0,NA,0,0,0,87.5,202111140sdg
Jared Cook,CookJa02,receiving,LAC,3,1,10,0,1,10,10,0,0,8,0,NA,0,0,0,43.7,202111140sdg
Donald Parham,ParhDo00,receiving,LAC,2,1,17,0,1,1,1,16,16,1,0,NA,0,0,0,79.2,202111140sdg
Jalen Guyton,GuytJa01,receiving,LAC,1,0,0,0,NA,0,NA,0,NA,5,0,NA,1,100,0,39.6,202111140sdg
