player_name,pfr_player_id,adv_stat_category,team,tgt,rec,receiving_yards,receiving_td,receiving_fd,receiving_yards_before_catch,receiving_yards_before_catch_avg,receiving_yards_after_catch,receiving_yards_after_catch_avg,adot,receiving_broken_tackles,receiving_per_broken_tackle,receiving_drop,receiving_drop_pct,receiving_int,receiving_rat,pfr_game_id
Gerald Everett,EverGe00,receiving,SEA,8,8,63,0,3,23,2.9,40,5,2.9,1,8,0,0,0,99.5,202111140gnb
D.K. Metcalf,MetcDK00,receiving,SEA,8,3,26,0,2,24,8,2,0.7,14,0,NA,1,12.5,1,7.3,202111140gnb
Travis Homer,HomeTr00,receiving,SEA,4,3,23,0,2,12,4,11,3.7,3.5,0,NA,1,25,0,88.5,202111140gnb
Tyler Lockett,LockTy00,receiving,SEA,8,2,23,0,NA,22,11,1,0.5,22.9,0,NA,0,0,1,0,202111140gnb
Will Dissly,DissWi00,receiving,SEA,2,2,22,0,1,-2,-1,24,12,-1,0,NA,0,0,0,112.5,202111140gnb
Alex Collins,CollAl00,receiving,SEA,1,1,8,0,0,-5,-5,13,13,-5,0,NA,0,0,0,100,202111140gnb
D'Wayne Eskridge,EskrDW00,receiving,SEA,2,1,-4,0,NA,-5,-5,1,1,16,0,NA,0,0,0,56.2,202111140gnb
Freddie Swain,SwaiFr00,receiving,SEA,3,0,0,0,NA,0,NA,0,NA,21.7,0,NA,1,33.3,0,39.6,202111140gnb
Penny Hart,HartPe01,receiving,SEA,2,0,0,0,NA,0,NA,0,NA,16,0,NA,0,0,0,39.6,202111140gnb
Davante Adams,AdamDa01,receiving,GNB,11,7,78,0,2,36,5.1,42,6,5.1,0,NA,1,9.1,0,84.7,202111140gnb
Aaron Jones,JoneAa00,receiving,GNB,6,4,61,0,3,4,1,57,14.3,0.8,0,NA,2,33.3,0,100,202111140gnb
Randall Cobb,CobbRa00,receiving,GNB,4,3,21,0,2,-1,-0.3,22,7.3,2,0,NA,0,0,0,86.5,202111140gnb
Marcedes Lewis,LewiMa00,receiving,GNB,2,2,10,0,NA,6,3,4,2,3,0,NA,0,0,0,87.5,202111140gnb
AJ Dillon,DillAJ00,receiving,GNB,2,2,62,0,2,-1,-0.5,63,31.5,-0.5,2,1,0,0,0,118.7,202111140gnb
Josiah Deguara,DeguJo00,receiving,GNB,3,2,9,0,NA,0,0,9,4.5,5,0,NA,0,0,1,30.6,202111140gnb
Allen Lazard,LazaAl00,receiving,GNB,4,1,6,0,NA,5,5,1,1,18.8,0,NA,0,0,0,39.6,202111140gnb
Tyler Davis,DaviTy02,receiving,GNB,1,1,4,0,NA,2,2,2,2,2,0,NA,0,0,0,83.3,202111140gnb
Marquez Valdes-Scantling,ValdMa00,receiving,GNB,2,1,41,0,1,26,26,15,15,33,0,NA,0,0,0,95.8,202111140gnb
