player_name,pfr_player_id,adv_stat_category,team,completions,attempts,passing_yards,passing_first_downs,passing_first_downs_pct,intended_air_yards,intended_air_yards_per_att,completed_air_yards,completed_air_yards_per_cmp,completed_air_yards_per_att,passing_yards_after_catch,passing_yards_after_catch_per_cmp,passing_drops,passing_drop_pct,passing_bad_throws,passing_bad_throw_pct,times_sacked,times_blitzed,times_hurried,times_hit,times_pressured,times_pressured_pct,scramble_attempts,yards_per_scramble,pfr_game_id
Trey Lance,LancTr00,passing,SFO,15,29,192,9,29,261,9,98,6.5,3.4,94,6.3,3,10.7%,6,21.4%,2,13,1,4,7,20.0%,4,11.3,202110100crd
Kyler Murray,MurrKy00,passing,ARI,22,31,239,11,33.3,218,7,121,5.5,3.9,118,5.4,1,3.6%,3,10.7%,2,6,4,1,7,21.2%,0,NA,202110100crd
