player_name,pfr_player_id,adv_stat_category,team,completions,attempts,passing_yards,passing_first_downs,passing_first_downs_pct,intended_air_yards,intended_air_yards_per_att,completed_air_yards,cay_cmp,completed_air_yards_per_attempt,passing_yards_after_catch,passing_yards_after_catch_per_cmp,passing_drops,passing_drop_pct,passing_bad_throws,passing_bad_throw_pct,times_sacked,times_blitzed,times_hurried,times_hit,times_pressured,prss_percent,scramble_attempts,yards_per_scramble,pfr_game_id
Philip Rivers,RivePh00,passing,LAC,18,26,223,8,29.6,233,9,103,5.7,4,120,6.7,1,3.8%,3,11.5%,1,7,3,4,8,28.6%,1,1,201811110rai
Derek Carr,CarrDe02,passing,OAK,24,37,243,12,29.3,208,5.6,117,4.9,3.2,126,5.3,3,8.8%,5,14.7%,4,7,5,2,11,26.2%,1,3,201811110rai
