player_name,pfr_player_id,adv_stat_category,team,def_ints,def_targets,def_completions_allowed,def_completion_pct,def_yards_allowed,def_yards_allowed_per_cmp,def_yards_allowed_per_tgt,def_receiving_td_allowed,def_passer_rating_allowed,def_adot,def_air_yards_completed,def_yards_after_catch,def_times_blitzed,def_times_hurried,def_times_hitqb,def_sacks,def_pressures,def_tackles_combined,def_missed_tackles,def_missed_tackle_pct,pfr_game_id
Chidobe Awuzie,AwuzCh00,defense,DAL,0,9,6,66.7%,132,22,14.7,2,149.3,12.7,90,42,0,0,0,0,0,7,0,0.0%,201809230sea
Byron Jones,JoneBy00,defense,DAL,0,7,3,42.9%,10,3.3,1.4,0,50.3,7.4,3,7,0,0,0,0,0,5,0,0.0%,201809230sea
Jaylon Smith,SmitJa05,defense,DAL,0,2,2,100.0%,11,5.5,5.5,0,89.6,2.5,5,6,6,1,1,1,3,8,1,11.1%,201809230sea
Anthony Brown,BrowAn02,defense,DAL,0,2,2,100.0%,17,8.5,8.5,0,102.1,3.5,7,10,1,0,0,0,0,6,1,14.3%,201809230sea
Kavon Frazier,FrazKa00,defense,DAL,0,2,2,100.0%,55,27.5,27.5,1,158.3,15.5,31,24,0,0,0,0,0,2,0,0.0%,201809230sea
Jeff Heath,HeatJe00,defense,DAL,0,1,1,100.0%,19,19,19,0,118.7,0,0,19,0,0,0,0,0,4,1,20.0%,201809230sea
DeMarcus Lawrence,LawrDe00,defense,DAL,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,2,0.5,4,4,2,33.3%,201809230sea
Dorance Armstrong Jr.,ArmsDo00,defense,DAL,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,1,0,0.0%,201809230sea
Sean Lee,LeexSe99,defense,DAL,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,0,0.5,1,11,0,0.0%,201809230sea
Tyrone Crawford,CrawTy00,defense,DAL,0,1,0,0.0%,NA,NA,0,NA,39.6,0,NA,NA,0,1,0,0,1,3,0,0.0%,201809230sea
Datone Jones,JoneDa03,defense,DAL,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,1,0,0,NA,201809230sea
Joe Thomas,ThomJo04,defense,DAL,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,1,1,50.0%,201809230sea
Taco Charlton,CharTa00,defense,DAL,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,3,1,25.0%,201809230sea
Damien Wilson,WilsDa02,defense,DAL,0,1,0,0.0%,NA,NA,0,NA,39.6,30,NA,NA,3,0,0,0,0,3,0,0.0%,201809230sea
Leighton Vander Esch,VandLe00,defense,DAL,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,10,1,9.1%,201809230sea
Xavier Woods,WoodXa00,defense,DAL,0,2,0,0.0%,16,NA,8,1,100,9.5,16,0,0,0,0,0,0,2,0,0.0%,201809230sea
Bradley McDougald,McDoBr01,defense,SEA,0,6,5,83.3%,25,5,4.2,1,123.6,0.7,1,24,0,0,0,0,0,5,0,0.0%,201809230sea
Tre Flowers,FlowTr01,defense,SEA,0,9,4,44.4%,58,14.5,6.4,0,66,8.6,36,22,1,0,0,0,0,6,0,0.0%,201809230sea
Mychal Kendricks,KendMy00,defense,SEA,0,3,3,100.0%,7,2.3,2.3,0,79.2,1,3,4,5,1,1,1,3,6,1,14.3%,201809230sea
Shaquill Griffin,GrifSh00,defense,SEA,0,3,2,66.7%,20,10,6.7,0,85.4,10.7,19,1,0,0,0,0,0,3,0,0.0%,201809230sea
Bobby Wagner,WagnBo00,defense,SEA,0,6,2,33.3%,25,12.5,4.2,0,47.2,5.2,17,8,0,0,0,0,0,8,0,0.0%,201809230sea
Justin Coleman,ColeJu01,defense,SEA,0,4,2,50.0%,15,7.5,3.8,0,59.4,4.3,-5,20,4,0,0,0,0,2,1,33.3%,201809230sea
Earl Thomas,ThomEa99,defense,SEA,2,4,1,25.0%,18,18,4.5,0,6.2,8.8,10,8,2,0,0,0,0,7,0,0.0%,201809230sea
Dion Jordan,JordDi00,defense,SEA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,0,0,3,1,0,0.0%,201809230sea
Frank Clark,ClarFr01,defense,SEA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,1,3,2,3,60.0%,201809230sea
Jarran Reed,ReedJa02,defense,SEA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,2,3,3,0,0.0%,201809230sea
Quinton Jefferson,JeffQu00,defense,SEA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3,0,3,1,0,0.0%,201809230sea
Barkevious Mingo,MingBa00,defense,SEA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0,0,1,1,2,0,0.0%,201809230sea
