player_name,pfr_player_id,adv_stat_category,team,tgt,rec,receiving_yards,receiving_td,receiving_fd,receiving_yards_before_catch,receiving_yards_before_catch_avg,receiving_yards_after_catch,receiving_yards_after_catch_avg,adot,receiving_broken_tackles,receiving_per_broken_tackle,receiving_drop,receiving_drop_pct,receiving_int,receiving_rat,pfr_game_id
Diontae Johnson,JohnDi01,receiving,PIT,9,6,51,1,4,21,3.5,30,5,5.8,0,NA,0,0,0,118.3,202112260kan
Najee Harris,HarrNa00,receiving,PIT,7,5,17,0,0,-7,-1.4,24,4.8,0.6,0,NA,1,14.3,0,74.1,202112260kan
Chase Claypool,ClayCh01,receiving,PIT,6,4,41,0,2,42,10.5,-1,-0.3,10.5,0,NA,1,16.7,0,86.1,202112260kan
Zach Gentry,GentZa00,receiving,PIT,4,4,31,0,3,15,3.8,16,4,3.8,0,NA,0,0,0,99,202112260kan
Ray-Ray McCloud,McClRa00,receiving,PIT,8,4,25,0,2,13,3.3,12,3,6.5,0,NA,1,12.5,1,17.2,202112260kan
Cody White,WhitCo05,receiving,PIT,3,3,16,0,2,6,2,10,3.3,2,0,NA,0,0,0,88.9,202112260kan
Benny Snell Jr.,SnelBe00,receiving,PIT,1,1,6,0,0,-2,-2,8,8,-2,0,NA,0,0,0,91.7,202112260kan
Kevin Rader,RadeKe00,receiving,PIT,2,1,7,0,NA,6,6,1,1,5,0,NA,0,0,0,58.3,202112260kan
James Washington,WashJa00,receiving,PIT,2,0,0,0,NA,0,NA,0,NA,10.5,0,NA,1,50,0,39.6,202112260kan
Byron Pringle,PrinBy00,receiving,KAN,7,6,75,2,5,52,8.7,23,3.8,10.3,2,3,0,0,0,150.9,202112260kan
Darrel Williams,WillDa10,receiving,KAN,3,3,30,0,2,-2,-0.7,32,10.7,-0.7,0,NA,0,0,0,108.3,202112260kan
Mecole Hardman,HardMe00,receiving,KAN,5,3,31,1,3,-3,-1,34,11.3,7.4,1,3,0,0,0,117.5,202112260kan
Derrick Gore,GoreDe00,receiving,KAN,3,3,61,0,1,27,9,34,11.3,9,1,3,0,0,0,118.7,202112260kan
Tyreek Hill,HillTy00,receiving,KAN,2,2,19,0,2,14,7,5,2.5,7,0,NA,0,0,0,106.2,202112260kan
Noah Gray,GrayNo00,receiving,KAN,2,2,12,0,1,10,5,2,1,5,0,NA,0,0,0,91.7,202112260kan
Demarcus Robinson,RobiDe01,receiving,KAN,2,2,15,0,1,13,6.5,2,1,6.5,0,NA,0,0,0,97.9,202112260kan
Clyde Edwards-Helaire,EdwaCl00,receiving,KAN,1,1,4,0,0,-4,-4,8,8,-4,0,NA,0,0,0,83.3,202112260kan
Blake Bell,BellBl00,receiving,KAN,1,1,11,0,1,10,10,1,1,10,0,NA,0,0,0,112.5,202112260kan
Josh Gordon,GordJo02,receiving,KAN,3,0,0,0,NA,0,NA,0,NA,19.3,0,NA,1,33.3,0,39.6,202112260kan
