player_name,pfr_player_id,adv_stat_category,team,completions,attempts,passing_yards,passing_first_downs,passing_first_downs_pct,intended_air_yards,intended_air_yards_per_att,completed_air_yards,cay_cmp,completed_air_yards_per_attempt,passing_yards_after_catch,passing_yards_after_catch_per_cmp,passing_drops,passing_drop_pct,passing_bad_throws,passing_bad_throw_pct,times_sacked,times_blitzed,times_hurried,times_hit,times_pressured,times_pressured_pct,scramble_attempts,yards_per_scramble,pfr_game_id
Teddy Bridgewater,BridTe00,passing,CAR,36,49,310,17,33.3,262,5.3,121,3.4,2.5,189,5.3,0,0.0%,4,9.3%,2,16,4,7,13,25.0%,1,15,202011080kan
Joseph Charlton,CharJo01,passing,CAR,1,1,28,1,100,18,18,18,18,18,10,10,0,0.0%,0,0.0%,0,0,0,0,0,0.0%,0,NA,202011080kan
Patrick Mahomes,MahoPa00,passing,KAN,30,45,372,18,38.3,407,9,235,7.8,5.2,137,4.6,3,6.8%,10,22.7%,2,10,0,6,8,16.7%,1,6,202011080kan
