player_name,pfr_player_id,adv_stat_category,team,def_ints,def_targets,def_completions_allowed,def_completion_pct,def_yards_allowed,def_yards_allowed_per_cmp,def_yards_allowed_per_tgt,def_receiving_td_allowed,def_passer_rating_allowed,def_adot,def_air_yards_completed,def_yards_after_catch,def_times_blitzed,def_times_hurried,def_times_hitqb,def_sacks,def_pressures,def_tackles_combined,def_missed_tackles,def_missed_tackle_pct,pfr_game_id
Tramon Williams,WillTr99,defense,GNB,0,6,5,83.3%,46,9.2,7.7,0,98.6,3.8,23,23,0,0,0,0,0,5,0,0.0%,201911030sdg
Blake Martinez,MartBl01,defense,GNB,0,5,5,100.0%,43,8.6,8.6,0,102.5,3.4,17,26,0,0,0,0,0,12,2,14.3%,201911030sdg
Darnell Savage Jr.,SavaDa00,defense,GNB,0,5,4,80.0%,51,12.8,10.2,0,109.2,10.8,36,15,1,0,0,0,0,6,1,14.3%,201911030sdg
Jaire Alexander,AlexJa00,defense,GNB,0,5,3,60.0%,117,39,23.4,0,104.2,20.6,60,57,0,0,0,0,0,3,1,25.0%,201911030sdg
Adrian Amos,AmosAd00,defense,GNB,0,3,3,100.0%,41,13.7,13.7,0,118.7,11,33,8,0,0,0,0,0,7,0,0.0%,201911030sdg
Kyler Fackrell,FackKy00,defense,GNB,0,2,2,100.0%,13,6.5,6.5,0,93.7,-1,-2,15,0,0,1,0,1,2,0,0.0%,201911030sdg
Preston Smith,SmitPr00,defense,GNB,0,2,2,100.0%,16,8,8,0,100,6.5,13,3,0,0,0,1,1,7,1,12.5%,201911030sdg
Tony Brown,BrowTo01,defense,GNB,0,1,1,100.0%,6,6,6,0,91.7,4,4,2,0,0,0,0,0,5,0,0.0%,201911030sdg
Rashan Gary,GaryRa00,defense,GNB,0,1,1,100.0%,9,9,9,0,104.2,-3,-3,12,0,0,0,0,0,2,0,0.0%,201911030sdg
Chandon Sullivan,SullCh00,defense,GNB,0,2,1,50.0%,13,13,6.5,0,70.8,14,13,0,2,0,0,0,0,3,1,25.0%,201911030sdg
Za'Darius Smith,SmitZa00,defense,GNB,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0.5,3,7,0,0.0%,201911030sdg
Tyler Lancaster,LancTy00,defense,GNB,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.5,1,1,0,0.0%,201911030sdg
Kenny Clark,ClarKe01,defense,GNB,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,4,1,20.0%,201911030sdg
Will Redmond,RedmWi00,defense,GNB,0,1,0,0.0%,NA,NA,0,NA,39.6,0,NA,NA,1,0,0,0,0,2,0,0.0%,201911030sdg
Kevin King,KingKe01,defense,GNB,0,2,0,0.0%,NA,NA,0,NA,39.6,13,NA,NA,0,0,0,0,0,2,0,0.0%,201911030sdg
Desmond King,KingDe01,defense,LAC,0,8,7,87.5%,59,8.4,7.4,0,97.4,4.9,36,23,0,0,0,0,0,5,0,0.0%,201911030sdg
Jaylen Watkins,WatkJa01,defense,LAC,0,9,7,77.8%,50,7.1,5.6,1,126.9,10.1,17,33,0,0,0,0,0,5,1,16.7%,201911030sdg
Michael Davis,DaviMi03,defense,LAC,0,9,5,55.6%,31,6.2,3.4,0,62.7,13.8,25,6,0,0,0,0,0,5,0,0.0%,201911030sdg
Drue Tranquill,TranDr00,defense,LAC,0,4,4,100.0%,36,9,9,0,104.2,6.5,26,10,0,0,0,0,0,3,1,25.0%,201911030sdg
Denzel Perryman,PerrDe00,defense,LAC,0,2,2,100.0%,7,3.5,3.5,0,81.2,2,4,3,0,0,0,0,0,5,0,0.0%,201911030sdg
Thomas Davis,DaviTh20,defense,LAC,0,4,2,50.0%,16,8,4,0,60.4,6.5,6,10,1,0,0,0,0,4,1,20.0%,201911030sdg
Melvin Ingram,IngrMe00,defense,LAC,0,1,1,100.0%,6,6,6,0,91.7,-3,-3,9,0,0,0,1.5,2,3,1,25.0%,201911030sdg
Damion Square,SquaDa00,defense,LAC,0,1,1,100.0%,6,6,6,0,91.7,-4,-4,10,0,1,0,0,1,1,1,50.0%,201911030sdg
Kyzir White,WhitKy00,defense,LAC,0,2,1,50.0%,5,5,2.5,0,56.2,1.5,4,1,0,0,0,0,0,1,0,0.0%,201911030sdg
T.Y. McGill,McGiT.00,defense,LAC,0,1,1,100.0%,5,5,5,0,87.5,-4,-4,9,0,0,0,0,0,1,0,0.0%,201911030sdg
Joey Bosa,BosaJo00,defense,LAC,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,1,1.5,7,4,1,20.0%,201911030sdg
Uchenna Nwosu,NwosUc00,defense,LAC,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,0,NA,201911030sdg
