player_name,pfr_player_id,adv_stat_category,team,completions,attempts,passing_yards,passing_first_downs,passing_first_downs_pct,intended_air_yards,intended_air_yards_per_att,completed_air_yards,cay_cmp,completed_air_yards_per_attempt,passing_yards_after_catch,passing_yards_after_catch_per_cmp,passing_drops,passing_drop_pct,passing_bad_throws,passing_bad_throw_pct,times_sacked,times_blitzed,times_hurried,times_hit,times_pressured,times_pressured_pct,scramble_attempts,yards_per_scramble,pfr_game_id
Daniel Jones,JoneDa05,passing,NYG,16,27,213,9,33.3,236,8.7,150,9.4,5.6,63,3.9,2,7.4%,3,11.1%,0,7,1,0,1,3.3%,3,4,202011290cin
Colt McCoy,McCoCo00,passing,NYG,6,10,31,2,20,84,8.4,30,5,3,1,0.2,0,0.0%,4,40.0%,0,5,0,3,3,25.0%,2,3,202011290cin
Golden Tate,TateGo00,passing,NYG,0,1,0,0,0,-4,-4,0,NA,0,0,NA,0,0.0%,0,0.0%,0,1,0,0,0,0.0%,0,NA,202011290cin
Brandon Allen,AlleBr00,passing,CIN,17,29,136,5,16.1,202,7,58,3.4,2,78,4.6,2,7.4%,4,14.8%,2,5,1,7,10,30.3%,2,3,202011290cin
