player_name,pfr_player_id,adv_stat_category,team,def_ints,def_targets,def_completions_allowed,def_completion_pct,def_yards_allowed,def_yards_allowed_per_cmp,def_yards_allowed_per_tgt,def_receiving_td_allowed,def_passer_rating_allowed,def_adot,def_air_yards_completed,def_yards_after_catch,def_times_blitzed,def_times_hurried,def_times_hitqb,def_sacks,def_pressures,def_tackles_combined,def_missed_tackles,def_missed_tackle_pct,pfr_game_id
Kyle Dugger,DuggKy00,defense,NWE,0,5,5,100.0%,45,9,9,1,143.7,4.2,21,24,0,0,0,0,0,10,2,16.7%,202110100htx
J.C. Jackson,JackJ.00,defense,NWE,0,7,4,57.1%,90,22.5,12.9,1,141.4,14,45,45,0,0,0,0,0,5,0,0.0%,202110100htx
Adrian Phillips,PhilAd00,defense,NWE,0,3,2,66.7%,12,6,4,0,74.3,12,2,10,1,0,0,0,0,8,0,0.0%,202110100htx
Jonathan Jones,JoneJo03,defense,NWE,0,2,2,100.0%,28,14,14,0,118.7,11,22,6,0,0,0,0,0,1,0,0.0%,202110100htx
Myles Bryant,BryaMy01,defense,NWE,0,2,2,100.0%,22,11,11,0,112.5,2.5,5,17,0,0,0,0,0,2,0,0.0%,202110100htx
Devin McCourty,McCoDe99,defense,NWE,0,2,2,100.0%,48,24,24,0,118.7,13.5,27,21,0,0,0,0,0,3,0,0.0%,202110100htx
Joejuan Williams,WillJo13,defense,NWE,0,1,1,100.0%,37,37,37,1,158.3,30,30,7,0,0,0,0,0,2,0,0.0%,202110100htx
Kyle Van Noy,VanNKy00,defense,NWE,0,1,1,100.0%,16,16,16,0,118.7,-4,-4,20,1,0,0,0,0,3,0,0.0%,202110100htx
Matt Judon,JudoMa00,defense,NWE,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,1,2,4,4,0,0.0%,202110100htx
Jamie Collins,CollJa00,defense,NWE,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,1,0,0.0%,202110100htx
Dont'a Hightower,HighDo01,defense,NWE,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,5,0,0.0%,202110100htx
Ja'Whaun Bentley,BentJa00,defense,NWE,0,1,0,0.0%,NA,NA,0,NA,39.6,0,NA,NA,5,0,1,0,1,3,1,25.0%,202110100htx
Lawrence Guy,GuyxLa00,defense,NWE,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,3,0,0.0%,202110100htx
Deatrich Wise Jr.,WiseDe00,defense,NWE,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,3,1,25.0%,202110100htx
Desmond King,KingDe01,defense,HOU,0,6,6,100.0%,69,11.5,11.5,0,114.6,7.7,46,23,2,0,0,0,0,9,0,0.0%,202110100htx
Christian Kirksey,KirkCh00,defense,HOU,0,6,5,83.3%,57,11.4,9.5,0,106.2,7.2,36,21,0,0,0,0,0,10,0,0.0%,202110100htx
Terrance Mitchell,MitcTe00,defense,HOU,0,6,5,83.3%,65,13,10.8,1,151.4,9.3,43,22,0,0,0,0,0,7,0,0.0%,202110100htx
Tavierre Thomas,ThomTa01,defense,HOU,0,2,2,100.0%,10,5,5,0,87.5,4.5,9,1,0,0,0,0,0,4,0,0.0%,202110100htx
Kamu Grugier-Hill,GrugKa00,defense,HOU,0,2,2,100.0%,0,0,0,0,79.2,-0.5,-1,1,3,0,0,0,0,5,0,0.0%,202110100htx
Jonathan Greenard,GreeJo04,defense,HOU,0,1,1,100.0%,4,4,4,0,83.3,-1,-1,5,0,0,0,1,1,3,0,0.0%,202110100htx
Justin Reid,ReidJu00,defense,HOU,0,2,1,50.0%,23,23,11.5,0,91.7,20.5,16,7,0,0,0,0,0,6,2,25.0%,202110100htx
DeMarcus Walker,WalkDe03,defense,HOU,0,1,1,100.0%,3,3,3,0,79.2,-4,-4,7,0,0,0,0,0,2,1,33.3%,202110100htx
Jacob Martin,MartJa02,defense,HOU,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,2,1,0,0.0%,202110100htx
Roy Lopez,LopeRo00,defense,HOU,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,1,2,0,0.0%,202110100htx
Whitney Mercilus,MercWh00,defense,HOU,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,1,1,50.0%,202110100htx
Jordan Jenkins,JenkJo01,defense,HOU,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,1,5,0,0.0%,202110100htx
Jaleel Johnson,JohnJa09,defense,HOU,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,3,1,25.0%,202110100htx
Maliek Collins,CollMa00,defense,HOU,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,4,1,20.0%,202110100htx
Lonnie Johnson Jr.,JohnLo01,defense,HOU,1,2,0,0.0%,NA,NA,0,NA,0,19,NA,NA,0,0,0,0,0,4,0,0.0%,202110100htx
Zach Cunningham,CunnZa00,defense,HOU,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,3,2,40.0%,202110100htx
