player_name,pfr_player_id,adv_stat_category,team,tgt,rec,receiving_yards,receiving_td,receiving_fd,receiving_yards_before_catch,receiving_yards_before_catch_avg,receiving_yards_after_catch,receiving_yards_after_catch_avg,adot,receiving_broken_tackles,receiving_per_broken_tackle,receiving_drop,receiving_drop_pct,receiving_int,receiving_rat,pfr_game_id
Michael Carter,CartMi03,receiving,NYJ,9,8,67,0,3,8,1,59,7.4,1.1,0,NA,0,0,0,97.7,202110240nwe
Ty Johnson,JohnTy02,receiving,NYJ,7,6,65,0,4,8,1.3,57,9.5,1.9,0,NA,1,14.3,0,105.4,202110240nwe
Jamison Crowder,CrowJa00,receiving,NYJ,6,4,34,0,1,23,5.8,11,2.8,5,0,NA,0,0,0,81.2,202110240nwe
Corey Davis,DaviCo03,receiving,NYJ,6,4,47,1,3,43,10.8,4,1,11,0,NA,0,0,0,129.9,202110240nwe
Elijah Moore,MoorEl00,receiving,NYJ,6,1,13,0,1,-2,-2,15,15,10.8,1,1,0,0,1,0,202110240nwe
Keelan Cole,ColeKe00,receiving,NYJ,2,1,6,0,NA,5,5,1,1,5.5,0,NA,0,0,0,56.2,202110240nwe
Ryan Griffin,GrifRy00,receiving,NYJ,2,1,15,0,1,15,15,0,0,19.5,0,NA,0,0,1,35.4,202110240nwe
Denzel Mims,MimsDe00,receiving,NYJ,2,1,6,0,NA,5,5,1,1,15.5,0,NA,0,0,0,56.2,202110240nwe
Trevon Wesco,WescTr00,receiving,NYJ,1,0,0,0,NA,0,NA,0,NA,-3,0,NA,0,0,0,39.6,202110240nwe
Brandon Bolden,BoldBr00,receiving,NWE,7,6,79,1,4,-2,-0.3,81,13.5,-0.9,0,NA,0,0,0,153.3,202110240nwe
Jakobi Meyers,MeyeJa01,receiving,NWE,7,5,44,0,3,30,6,14,2.8,9.4,0,NA,0,0,0,87.8,202110240nwe
Kendrick Bourne,BourKe00,receiving,NWE,4,4,68,0,1,41,10.3,27,6.8,10.3,0,NA,0,0,0,118.7,202110240nwe
Hunter Henry,HenrHu00,receiving,NWE,4,2,23,1,2,15,7.5,8,4,10.8,0,NA,0,0,0,107.3,202110240nwe
Jakob Johnson,JohnJa12,receiving,NWE,2,2,32,0,1,5,2.5,27,13.5,2.5,1,2,0,0,0,118.7,202110240nwe
Damien Harris,HarrDa06,receiving,NWE,2,2,7,0,0,-1,-0.5,8,4,-0.5,0,NA,0,0,0,81.2,202110240nwe
Jonnu Smith,SmitJo01,receiving,NWE,5,2,52,0,2,5,2.5,47,23.5,10.8,0,NA,0,0,0,78.7,202110240nwe
Nelson Agholor,AghoNe00,receiving,NWE,5,2,51,1,2,36,18,15,7.5,19.8,1,2,0,0,0,117.5,202110240nwe
N'Keal Harry,HarrNK00,receiving,NWE,2,1,28,0,1,27,27,1,1,17.5,0,NA,0,0,0,95.8,202110240nwe
Gunner Olszewski,OlszGu00,receiving,NWE,1,1,22,0,1,13,13,9,9,13,1,1,0,0,0,118.7,202110240nwe
J.J. Taylor,TaylJJ01,receiving,NWE,1,1,5,0,0,-2,-2,7,7,-2,0,NA,0,0,0,87.5,202110240nwe
