player_name,pfr_player_id,adv_stat_category,team,carries,rushing_yards,rushing_first_downs,rushing_yards_before_contact,rushing_yards_before_contact_avg,rushing_yards_after_contact,rushing_yards_after_contact_avg,rushing_broken_tackles,att_br,pfr_game_id
Adrian Peterson,PeteAd01,rushing,TEN,10,21,1,6,0.6,15,1.5,0,NA,202111070ram
Jeremy McNichols,McNiJe00,rushing,TEN,7,24,NA,16,2.3,8,1.1,0,NA,202111070ram
D'Onta Foreman,ForeDO00,rushing,TEN,5,29,1,9,1.8,20,4,1,5,202111070ram
Ryan Tannehill,TannRy00,rushing,TEN,2,3,2,2,1,1,0.5,0,NA,202111070ram
Marcus Johnson,JohnMa07,rushing,TEN,1,-7,NA,-7,-7,0,0,0,NA,202111070ram
Logan Woodside,WoodLo00,rushing,TEN,1,-1,NA,-1,-1,0,0,0,NA,202111070ram
Darrell Henderson,HendDa00,rushing,LAR,11,55,2,23,2.1,32,2.9,0,NA,202111070ram
Sony Michel,MichSo00,rushing,LAR,7,20,2,11,1.6,9,1.3,0,NA,202111070ram
Matthew Stafford,StafMa00,rushing,LAR,2,13,1,11,5.5,2,1,0,NA,202111070ram
Robert Woods,WoodRo02,rushing,LAR,1,6,0,3,3,3,3,0,NA,202111070ram
