player_name,pfr_player_id,adv_stat_category,team,tgt,rec,receiving_yards,receiving_td,receiving_fd,receiving_yards_before_catch,receiving_yards_before_catch_avg,receiving_yards_after_catch,receiving_yards_after_catch_avg,adot,receiving_broken_tackles,receiving_per_broken_tackle,receiving_drop,receiving_drop_pct,receiving_int,receiving_rat,pfr_game_id
DeAndre Hopkins,HopkDe00,receiving,ARI,7,6,131,1,5,94,15.7,37,6.2,14.4,0,NA,0,0,0,158.3,202010110nyj
Chase Edmonds,EdmoCh00,receiving,ARI,6,5,56,0,2,22,4.4,34,6.8,3.7,0,NA,0,0,0,105.6,202010110nyj
Christian Kirk,KirkCh01,receiving,ARI,7,5,78,0,5,59,11.8,19,3.8,13.7,0,NA,0,0,1,68.5,202010110nyj
Larry Fitzgerald,FitzLa00,receiving,ARI,7,4,35,0,2,16,4,19,4.8,6.9,0,NA,0,0,0,70.5,202010110nyj
Darrell Daniels,DaniDa02,receiving,ARI,2,2,37,0,1,9,4.5,28,14,4.5,0,NA,0,0,0,118.7,202010110nyj
Andy Isabella,IsabAn00,receiving,ARI,3,2,30,0,1,18,9,12,6,10.3,0,NA,1,33.3,0,99.3,202010110nyj
Kenyan Drake,DrakKe00,receiving,ARI,1,1,2,0,0,3,3,-1,-1,3,0,NA,0,0,0,79.2,202010110nyj
KeeSean Johnson,JohnKe07,receiving,ARI,1,1,5,0,1,1,1,4,4,1,0,NA,0,0,0,87.5,202010110nyj
Trent Sherfield,SherTr00,receiving,ARI,1,1,6,0,NA,6,6,0,0,6,0,NA,0,0,0,91.7,202010110nyj
Jamison Crowder,CrowJa00,receiving,NYJ,10,8,116,1,4,54,6.8,62,7.8,7.2,2,4,0,0,0,148.3,202010110nyj
Chris Hogan,HogaCh00,receiving,NYJ,3,3,20,0,1,14,4.7,6,2,4.7,0,NA,0,0,0,94.4,202010110nyj
Jeff Smith,SmitJe03,receiving,NYJ,11,3,23,0,1,15,5,8,2.7,12.8,0,NA,1,9.1,0,39.6,202010110nyj
Chris Herndon,HernCh00,receiving,NYJ,3,2,24,0,1,9,4.5,15,7.5,5.7,0,NA,1,33.3,0,91,202010110nyj
Le'Veon Bell,BellLe00,receiving,NYJ,1,1,7,0,1,3,3,4,4,3,0,NA,0,0,0,95.8,202010110nyj
Trevon Wesco,WescTr00,receiving,NYJ,1,1,5,0,NA,5,5,0,0,5,0,NA,0,0,0,87.5,202010110nyj
Braxton Berrios,BerrBr00,receiving,NYJ,2,0,0,0,0,0,NA,0,NA,28.5,0,NA,0,0,0,39.6,202010110nyj
