player_name,pfr_player_id,adv_stat_category,team,carries,rushing_yards,rushing_first_downs,rushing_yards_before_contact,rushing_yards_before_contact_avg,rushing_yards_after_contact,rushing_yards_after_contact_avg,rushing_broken_tackles,att_br,pfr_game_id
Tevin Coleman,ColeTe01,rushing,SFO,18,45,3,17,0.9,28,1.6,2,9,201910130ram
Matt Breida,BreiMa00,rushing,SFO,13,36,2,10,0.8,26,2,2,6.5,201910130ram
Jimmy Garoppolo,GaroJi00,rushing,SFO,5,4,2,2,0.4,2,0.4,0,NA,201910130ram
Raheem Mostert,MostRa00,rushing,SFO,4,13,1,4,1,9,2.3,1,4,201910130ram
Deebo Samuel,SamuDe00,rushing,SFO,1,1,0,1,1,0,0,0,NA,201910130ram
Malcolm Brown,BrowMa03,rushing,LAR,11,40,4,18,1.6,22,2,2,5.5,201910130ram
Darrell Henderson,HendDa00,rushing,LAR,6,39,3,19,3.2,20,3.3,2,3,201910130ram
Brandin Cooks,CookBr00,rushing,LAR,2,14,1,11,5.5,3,1.5,0,NA,201910130ram
Robert Woods,WoodRo02,rushing,LAR,2,16,1,6,3,10,5,1,2,201910130ram
Jared Goff,GoffJa00,rushing,LAR,1,0,0,0,0,0,0,0,NA,201910130ram
