player_name,pfr_player_id,adv_stat_category,team,tgt,rec,receiving_yards,receiving_td,receiving_fd,receiving_yards_before_catch,receiving_yards_before_catch_avg,receiving_yards_after_catch,receiving_yards_after_catch_avg,adot,receiving_broken_tackles,receiving_per_broken_tackle,receiving_drop,receiving_drop_pct,receiving_int,receiving_rat,pfr_game_id
Mo Alie-Cox,AlieMo00,receiving,IND,4,3,37,0,3,32,10.7,5,1.7,7.3,0,NA,1,25,0,103.1,202011010det
Trey Burton,BurtTr01,receiving,IND,4,3,9,0,0,6,2,3,1,5.8,0,NA,0,0,0,77.1,202011010det
Nyheim Hines,HineNy00,receiving,IND,5,3,54,2,3,25,8.3,29,9.7,8.2,0,NA,1,20,0,136.7,202011010det
Zach Pascal,PascZa00,receiving,IND,6,3,44,0,2,17,5.7,27,9,10.7,0,NA,1,16.7,0,74.3,202011010det
Jack Doyle,DoylJa00,receiving,IND,3,2,18,1,2,4,2,14,7,5.7,0,NA,0,0,0,122.2,202011010det
T.Y. Hilton,HiltT.00,receiving,IND,2,2,9,0,NA,1,0.5,8,4,0.5,0,NA,0,0,0,85.4,202011010det
Jonathan Taylor,TaylJo02,receiving,IND,2,2,9,0,1,0,0,9,4.5,0,0,NA,0,0,0,85.4,202011010det
Marcus Johnson,JohnMa07,receiving,IND,4,2,39,0,2,31,15.5,8,4,12.3,0,NA,1,25,0,84.4,202011010det
Ashton Dulin,DuliAs00,receiving,IND,1,1,13,0,1,-1,-1,14,14,-1,0,NA,0,0,0,118.7,202011010det
Jordan Wilkins,WilkJo01,receiving,IND,1,1,24,0,1,2,2,22,22,2,0,NA,0,0,0,118.7,202011010det
Michael Pittman Jr.,PittMi01,receiving,IND,1,1,6,0,NA,2,2,4,4,2,0,NA,0,0,0,91.7,202011010det
T.J. Hockenson,HockTJ00,receiving,DET,10,7,65,0,4,29,4.1,36,5.1,6.7,0,NA,0,0,0,87.5,202011010det
Marvin Hall,HallMa02,receiving,DET,7,4,113,0,4,93,23.3,20,5,16.4,0,NA,1,14.3,0,101.8,202011010det
Danny Amendola,AmenDa00,receiving,DET,4,3,54,0,3,38,12.7,16,5.3,10.3,0,NA,0,0,0,116.7,202011010det
D'Andre Swift,SwifDA00,receiving,DET,4,3,22,0,1,5,1.7,17,5.7,2.8,0,NA,0,0,0,87.5,202011010det
Marvin Jones,JoneMa02,receiving,DET,7,3,39,2,3,31,10.3,8,2.7,12,0,NA,0,0,1,61,202011010det
Kerryon Johnson,JohnKe06,receiving,DET,2,2,15,1,1,-1,-0.5,16,8,-0.5,0,NA,0,0,0,137.5,202011010det
Adrian Peterson,PeteAd01,receiving,DET,1,1,5,0,NA,0,0,5,5,0,0,NA,0,0,0,87.5,202011010det
Jesse James,JameJe00,receiving,DET,1,1,23,0,1,-1,-1,24,24,-1,1,1,0,0,0,118.7,202011010det
Kenny Golladay,GollKe00,receiving,DET,4,0,0,0,NA,0,NA,0,NA,13.5,0,NA,1,25,0,39.6,202011010det
