player_name,pfr_player_id,adv_stat_category,team,carries,rushing_yards,rushing_first_downs,rushing_yards_before_contact,rushing_yards_before_contact_avg,rushing_yards_after_contact,rushing_yards_after_contact_avg,rushing_broken_tackles,att_br,pfr_game_id
Frank Gore,GoreFr00,rushing,NYJ,8,23,1,13,1.6,10,1.3,0,NA,202012130sea
Ty Johnson,JohnTy02,rushing,NYJ,8,16,NA,5,0.6,11,1.4,0,NA,202012130sea
Josh Adams,AdamJo03,rushing,NYJ,6,27,2,18,3,9,1.5,0,NA,202012130sea
Sam Darnold,DarnSa00,rushing,NYJ,1,3,0,3,3,0,0,0,NA,202012130sea
Carlos Hyde,HydeCa00,rushing,SEA,15,66,2,25,1.7,41,2.7,0,NA,202012130sea
Chris Carson,CarsCh00,rushing,SEA,12,76,3,48,4,28,2.3,0,NA,202012130sea
DeeJay Dallas,DallDe00,rushing,SEA,4,7,1,0,0,7,1.8,0,NA,202012130sea
Geno Smith,SmitGe00,rushing,SEA,2,-2,0,-2,-1,0,0,0,NA,202012130sea
Penny Hart,HartPe01,rushing,SEA,1,19,1,19,19,0,0,0,NA,202012130sea
David Moore,MoorDa03,rushing,SEA,1,9,0,3,3,6,6,1,1,202012130sea
Russell Wilson,WilsRu00,rushing,SEA,1,-1,0,-1,-1,0,0,0,NA,202012130sea
