player_name,pfr_player_id,adv_stat_category,team,carries,rushing_yards,rushing_first_downs,rushing_yards_before_contact,rushing_yards_before_contact_avg,rushing_yards_after_contact,rushing_yards_after_contact_avg,rushing_broken_tackles,att_br,pfr_game_id
Alvin Kamara,KamaAl00,rushing,NOR,20,51,1,29,1.5,22,1.1,0,NA,202110250sea
Jameis Winston,WinsJa00,rushing,NOR,8,40,5,25,3.1,15,1.9,0,NA,202110250sea
Alex Armah,ArmaAl00,rushing,NOR,1,2,1,1,1,1,1,0,NA,202110250sea
Ty Montgomery,MontTy01,rushing,NOR,1,4,NA,2,2,2,2,0,NA,202110250sea
Devine Ozigbo,OzigDe01,rushing,NOR,1,-3,0,-3,-3,0,0,0,NA,202110250sea
Alex Collins,CollAl00,rushing,SEA,16,35,0,15,0.9,20,1.3,1,16,202110250sea
Rashaad Penny,PennRa00,rushing,SEA,6,9,NA,3,0.5,6,1,0,NA,202110250sea
Geno Smith,SmitGe00,rushing,SEA,3,12,2,11,3.7,1,0.3,0,NA,202110250sea
Gerald Everett,EverGe00,rushing,SEA,1,12,1,7,7,5,5,0,NA,202110250sea
Travis Homer,HomeTr00,rushing,SEA,1,14,NA,9,9,5,5,0,NA,202110250sea
Freddie Swain,SwaiFr00,rushing,SEA,1,8,1,6,6,2,2,0,NA,202110250sea
