player_name,pfr_player_id,adv_stat_category,team,carries,rushing_yards,rushing_first_downs,rushing_yards_before_contact,rushing_yards_before_contact_avg,rushing_yards_after_contact,rushing_yards_after_contact_avg,rushing_broken_tackles,att_br,pfr_game_id
Alvin Kamara,KamaAl00,rushing,NOR,13,45,2,18,1.4,27,2.1,1,13,201909150ram
Latavius Murray,MurrLa00,rushing,NOR,5,7,0,1,0.2,6,1.2,0,NA,201909150ram
Teddy Bridgewater,BridTe00,rushing,NOR,2,5,0,4,2,1,0.5,0,NA,201909150ram
Todd Gurley,GurlTo01,rushing,LAR,16,63,5,42,2.6,21,1.3,0,NA,201909150ram
Malcolm Brown,BrowMa03,rushing,LAR,6,37,1,19,3.2,18,3,2,3,201909150ram
Jared Goff,GoffJa00,rushing,LAR,4,-2,1,-2,-0.5,0,0,0,NA,201909150ram
Brandin Cooks,CookBr00,rushing,LAR,1,2,0,2,2,0,0,0,NA,201909150ram
Gerald Everett,EverGe00,rushing,LAR,1,0,0,0,0,0,0,0,NA,201909150ram
Cooper Kupp,KuppCo00,rushing,LAR,1,6,0,6,6,0,0,0,NA,201909150ram
Robert Woods,WoodRo02,rushing,LAR,1,9,0,4,4,5,5,0,NA,201909150ram
