player_name,pfr_player_id,adv_stat_category,team,carries,rushing_yards,rushing_first_downs,rushing_yards_before_contact,rushing_yards_before_contact_avg,rushing_yards_after_contact,rushing_yards_after_contact_avg,rushing_broken_tackles,att_br,pfr_game_id
Saquon Barkley,BarkSa00,rushing,NYG,13,52,3,25,1.9,27,2.1,1,13,202110030nor
Daniel Jones,JoneDa05,rushing,NYG,4,27,1,27,6.8,0,0,0,NA,202110030nor
Devontae Booker,BookDe00,rushing,NYG,1,6,NA,3,3,3,3,0,NA,202110030nor
Evan Engram,EngrEv00,rushing,NYG,1,-3,NA,-3,-3,0,0,0,NA,202110030nor
Kadarius Toney,ToneKa00,rushing,NYG,1,1,0,0,0,1,1,0,NA,202110030nor
Alvin Kamara,KamaAl00,rushing,NOR,26,120,4,58,2.2,62,2.4,3,8.7,202110030nor
Taysom Hill,HillTa00,rushing,NOR,6,28,3,15,2.5,13,2.2,3,2,202110030nor
Tony Jones,JoneTo04,rushing,NOR,3,8,1,8,2.7,0,0,0,NA,202110030nor
Ty Montgomery,MontTy01,rushing,NOR,2,7,0,5,2.5,2,1,0,NA,202110030nor
Alex Armah,ArmaAl00,rushing,NOR,1,2,1,1,1,1,1,0,NA,202110030nor
Dwayne Washington,WashDw00,rushing,NOR,1,5,NA,0,0,5,5,0,NA,202110030nor
