player_name,pfr_player_id,adv_stat_category,team,tgt,rec,receiving_yards,receiving_td,receiving_fd,receiving_yards_before_catch,receiving_yards_before_catch_avg,receiving_yards_after_catch,receiving_yards_after_catch_avg,adot,receiving_broken_tackles,receiving_per_broken_tackle,receiving_drop,receiving_drop_pct,receiving_int,receiving_rat,pfr_game_id
Tyler Boyd,BoydTy00,receiving,CIN,7,6,132,1,4,93,15.5,39,6.5,16.1,0,NA,0,0,0,158.3,201809230car
Tyler Eifert,EifeTy00,receiving,CIN,8,6,74,0,6,59,9.8,15,2.5,12.4,1,6,0,0,1,63.5,201809230car
Giovani Bernard,BernGi00,receiving,CIN,9,5,25,0,0,7,1.4,18,3.6,1,0,NA,0,0,0,60.9,201809230car
A.J. Green,GreeA.00,receiving,CIN,8,5,58,0,3,48,9.6,10,2,9,0,NA,0,0,0,84.4,201809230car
John Ross,RossJo00,receiving,CIN,7,3,16,0,1,5,1.7,11,3.7,15.6,0,NA,0,0,2,10.7,201809230car
C.J. Uzomah,UzomC.00,receiving,CIN,2,2,19,1,2,14,7,5,2.5,7,0,NA,0,0,0,145.8,201809230car
Tyler Kroft,KrofTy00,receiving,CIN,1,1,16,0,1,11,11,5,5,11,0,NA,0,0,0,118.7,201809230car
Josh Malone,MaloJo00,receiving,CIN,3,1,12,0,1,12,12,0,0,5.7,0,NA,0,0,1,6.9,201809230car
Devin Funchess,FuncDe00,receiving,CAR,7,4,67,1,4,54,13.5,13,3.3,14.1,0,NA,1,14.3,0,129.2,201809230car
Torrey Smith,SmitTo02,receiving,CAR,6,3,19,0,2,19,6.3,0,0,13.2,0,NA,1,16.7,0,56.9,201809230car
Ian Thomas,ThomIa00,receiving,CAR,5,3,20,0,1,16,5.3,4,1.3,5,0,NA,0,0,0,68.7,201809230car
Christian McCaffrey,McCaCh01,receiving,CAR,2,2,10,0,1,1,0.5,9,4.5,0.5,1,2,0,0,0,87.5,201809230car
C.J. Anderson,AndeC.00,receiving,CAR,1,1,24,1,1,-4,-4,28,28,-4,0,NA,0,0,0,158.3,201809230car
D.J. Moore,MoorD.00,receiving,CAR,2,1,3,0,NA,-5,-5,8,8,6,0,NA,0,0,0,56.2,201809230car
Jarius Wright,WrigJa02,receiving,CAR,1,1,7,0,1,6,6,1,1,6,0,NA,0,0,0,95.8,201809230car
