player_name,pfr_player_id,adv_stat_category,team,completions,attempts,passing_yards,passing_first_downs,passing_first_downs_pct,intended_air_yards,intended_air_yards_per_att,completed_air_yards,cay_cmp,completed_air_yards_per_attempt,passing_yards_after_catch,passing_yards_after_catch_per_cmp,passing_drops,passing_drop_pct,passing_bad_throws,passing_bad_throw_pct,times_sacked,times_blitzed,times_hurried,times_hit,times_pressured,prss_percent,scramble_attempts,yards_per_scramble,pfr_game_id
Baker Mayfield,MayfBa00,passing,CLE,28,53,285,12,21.1,412,7.8,165,5.9,3.1,120,4.3,2,4.0%,9,18.0%,4,15,7,5,16,28.1%,0,NA,202012270nyj
Sam Darnold,DarnSa00,passing,NYJ,16,32,175,10,29.4,291,9.1,66,4.1,2.1,109,6.8,0,0.0%,8,27.6%,2,5,5,3,10,27.0%,3,6,202012270nyj
Jamison Crowder,CrowJa00,passing,NYJ,1,1,43,1,100,27,27,27,27,27,16,16,0,0.0%,0,0.0%,0,1,0,0,0,0.0%,0,NA,202012270nyj
