player_name,pfr_player_id,adv_stat_category,team,completions,attempts,passing_yards,passing_first_downs,passing_first_downs_pct,intended_air_yards,intended_air_yards_per_att,completed_air_yards,cay_cmp,completed_air_yards_per_attempt,passing_yards_after_catch,passing_yards_after_catch_per_cmp,passing_drops,passing_drop_pct,passing_bad_throws,passing_bad_throw_pct,times_sacked,times_blitzed,times_hurried,times_hit,times_pressured,times_pressured_pct,scramble_attempts,yards_per_scramble,pfr_game_id
Patrick Mahomes,MahoPa00,passing,KAN,21,26,225,10,37,161,6.2,121,5.8,4.7,104,5,3,11.5%,1,3.8%,1,0,1,3,5,15.2%,6,5.5,202010190buf
Josh Allen,AlleJo02,passing,BUF,14,27,122,7,25.9,272,10.1,76,5.4,2.8,46,3.3,2,8.0%,6,24.0%,0,14,6,5,11,35.5%,4,6,202010190buf
