player_name,pfr_player_id,adv_stat_category,team,carries,rushing_yards,rushing_first_downs,rushing_yards_before_contact,rushing_yards_before_contact_avg,rushing_yards_after_contact,rushing_yards_after_contact_avg,rushing_broken_tackles,att_br,pfr_game_id
James Robinson,RobiJa00,rushing,JAX,22,119,6,56,2.5,63,2.9,3,7.3,202010250sdg
Gardner Minshew II,MinsGa00,rushing,JAX,4,21,0,19,4.8,2,0.5,0,NA,202010250sdg
Laviska Shenault Jr.,ShenLa00,rushing,JAX,1,0,0,0,0,0,0,0,NA,202010250sdg
Joshua Kelley,KellJo01,rushing,LAC,12,29,3,13,1.1,16,1.3,0,NA,202010250sdg
Justin Herbert,HerbJu00,rushing,LAC,9,66,4,55,6.1,11,1.2,0,NA,202010250sdg
Justin Jackson,JackJu01,rushing,LAC,5,12,1,8,1.6,4,0.8,0,NA,202010250sdg
Tyron Johnson,JohnTy03,rushing,LAC,2,10,NA,6,3,4,2,0,NA,202010250sdg
Joe Reed,ReedJo03,rushing,LAC,2,14,1,5,2.5,9,4.5,1,2,202010250sdg
Troymaine Pope,PopeTr00,rushing,LAC,1,6,NA,1,1,5,5,0,NA,202010250sdg
Easton Stick,SticEa00,rushing,LAC,1,-2,NA,-2,-2,0,0,0,NA,202010250sdg
