player_name,pfr_player_id,adv_stat_category,team,tgt,rec,receiving_yards,receiving_td,receiving_fd,receiving_yards_before_catch,receiving_yards_before_catch_avg,receiving_yards_after_catch,receiving_yards_after_catch_avg,adot,receiving_broken_tackles,receiving_per_broken_tackle,receiving_drop,receiving_drop_pct,receiving_int,receiving_rat,pfr_game_id
Russell Gage,GageRu00,receiving,ATL,8,7,64,0,2,41,5.9,23,3.3,8.1,0,NA,0,0,0,100,202111070nor
Cordarrelle Patterson,PattCo00,receiving,ATL,6,6,126,0,5,60,10,66,11,10,0,NA,0,0,0,118.7,202111070nor
Kyle Pitts,PittKy00,receiving,ATL,7,3,62,0,2,38,12.7,24,8,10.9,0,NA,1,14.3,0,74.7,202111070nor
Olamide Zaccheaus,ZaccOl01,receiving,ATL,3,3,58,2,3,43,14.3,15,5,14.3,0,NA,0,0,0,158.3,202111070nor
Hayden Hurst,HursHa00,receiving,ATL,3,2,16,0,1,1,0.5,15,7.5,2.7,1,2,0,0,0,79.9,202111070nor
Mike Davis,DaviMi01,receiving,ATL,2,1,5,0,NA,2,2,3,3,1,0,NA,0,0,0,56.2,202111070nor
Tajae Sharpe,SharTa00,receiving,ATL,1,1,12,0,1,8,8,4,4,8,0,NA,0,0,0,116.7,202111070nor
Deonte Harris,HarrDe07,receiving,NOR,8,6,52,0,4,37,6.2,15,2.5,5.9,2,3,1,12.5,0,91.7,202111070nor
Mark Ingram,IngrMa01,receiving,NOR,5,5,21,0,1,-4,-0.8,25,5,-0.8,1,5,0,0,0,84.2,202111070nor
Alvin Kamara,KamaAl00,receiving,NOR,7,4,54,0,3,0,0,54,13.5,-0.3,1,4,1,14.3,0,81.8,202111070nor
Adam Trautman,TrauAd00,receiving,NOR,7,4,47,0,2,45,11.3,2,0.5,8.7,0,NA,1,14.3,0,77.7,202111070nor
Marquez Callaway,CallMa01,receiving,NOR,6,3,25,1,2,24,8,1,0.3,12.2,0,NA,0,0,0,100.7,202111070nor
Tre'Quan Smith,SmitTr03,receiving,NOR,4,3,53,0,3,36,12,17,5.7,13.3,0,NA,0,0,0,116.7,202111070nor
Kenny Stills,StilKe00,receiving,NOR,5,2,30,1,2,26,13,4,2,20.6,0,NA,0,0,0,100,202111070nor
