player_name,pfr_player_id,adv_stat_category,team,carries,rushing_yards,rushing_first_downs,rushing_yards_before_contact,rushing_yards_before_contact_avg,rushing_yards_after_contact,rushing_yards_after_contact_avg,rushing_broken_tackles,att_br,pfr_game_id
Dare Ogunbowale,OgunDa00,rushing,JAX,9,36,0,20,2.2,16,1.8,0,NA,202201020nwe
Ryquell Armstead,ArmsRy00,rushing,JAX,6,28,1,16,2.7,12,2,0,NA,202201020nwe
Trevor Lawrence,LawrTr00,rushing,JAX,2,16,1,16,8,0,0,0,NA,202201020nwe
Rhamondre Stevenson,StevRh00,rushing,NWE,19,107,7,54,2.8,53,2.8,1,19,202201020nwe
Damien Harris,HarrDa06,rushing,NWE,9,35,5,19,2.1,16,1.8,1,9,202201020nwe
Kendrick Bourne,BourKe00,rushing,NWE,2,17,1,9,4.5,8,4,1,2,202201020nwe
Brian Hoyer,HoyeBr00,rushing,NWE,2,1,1,0,0,1,0.5,0,NA,202201020nwe
Mac Jones,JoneMa05,rushing,NWE,2,12,2,10,5,2,1,0,NA,202201020nwe
Brandon Bolden,BoldBr00,rushing,NWE,1,4,0,1,1,3,3,0,NA,202201020nwe
Jonnu Smith,SmitJo01,rushing,NWE,1,5,0,1,1,4,4,0,NA,202201020nwe
