player_name,pfr_player_id,adv_stat_category,team,carries,rushing_yards,rushing_first_downs,rushing_yards_before_contact,rushing_yards_before_contact_avg,rushing_yards_after_contact,rushing_yards_after_contact_avg,rushing_broken_tackles,att_br,pfr_game_id
Benny Snell Jr.,SnelBe00,rushing,PIT,7,14,NA,2,0.3,12,1.7,0,NA,201912220nyj
James Conner,ConnJa00,rushing,PIT,6,32,2,2,0.3,30,5,0,NA,201912220nyj
Kerrith Whyte Jr,WhytKe00,rushing,PIT,6,22,1,12,2,10,1.7,0,NA,201912220nyj
Jaylen Samuels,SamuJa00,rushing,PIT,3,7,0,2,0.7,5,1.7,0,NA,201912220nyj
Mason Rudolph,RudoMa00,rushing,PIT,2,0,0,-5,-2.5,5,2.5,0,NA,201912220nyj
Devlin Hodges,HodgDe00,rushing,PIT,1,0,0,0,0,0,0,0,NA,201912220nyj
Le'Veon Bell,BellLe00,rushing,NYJ,25,72,3,17,0.7,55,2.2,0,NA,201912220nyj
Sam Darnold,DarnSa00,rushing,NYJ,4,3,1,-1,-0.3,4,1,0,NA,201912220nyj
Ty Montgomery,MontTy01,rushing,NYJ,2,7,1,2,1,5,2.5,0,NA,201912220nyj
Bilal Powell,PoweBi00,rushing,NYJ,1,3,NA,1,1,2,2,0,NA,201912220nyj
