player_name,pfr_player_id,adv_stat_category,team,carries,rushing_yards,rushing_first_downs,rushing_yards_before_contact,rushing_yards_before_contact_avg,rushing_yards_after_contact,rushing_yards_after_contact_avg,rushing_broken_tackles,att_br,pfr_game_id
Cameron Artis-Payne,ArtiCa00,rushing,CAR,16,56,6,23,1.4,33,2.1,0,NA,201812300nor
Travaris Cadet,CadeTr00,rushing,CAR,11,17,NA,-2,-0.2,19,1.7,0,NA,201812300nor
Kyle Allen,AlleKy00,rushing,CAR,5,19,2,14,2.8,5,1,0,NA,201812300nor
Christian McCaffrey,McCaCh01,rushing,CAR,4,18,2,9,2.3,9,2.3,0,NA,201812300nor
Alex Armah,ArmaAl00,rushing,CAR,1,1,1,0,0,1,1,0,NA,201812300nor
Dwayne Washington,WashDw00,rushing,NOR,11,108,4,70,6.4,38,3.5,1,11,201812300nor
Mark Ingram,IngrMa01,rushing,NOR,5,28,2,7,1.4,21,4.2,0,NA,201812300nor
Teddy Bridgewater,BridTe00,rushing,NOR,4,12,1,-1,-0.3,13,3.3,0,NA,201812300nor
Taysom Hill,HillTa00,rushing,NOR,3,11,1,-2,-0.7,13,4.3,1,3,201812300nor
Zach Line,LineZa01,rushing,NOR,3,19,1,10,3.3,9,3,0,NA,201812300nor
Tommylee Lewis,LewiTo00,rushing,NOR,1,6,0,4,4,2,2,0,NA,201812300nor
