player_name,pfr_player_id,adv_stat_category,team,carries,rushing_yards,rushing_first_downs,rushing_yards_before_contact,rushing_yards_before_contact_avg,rushing_yards_after_contact,rushing_yards_after_contact_avg,rushing_broken_tackles,att_br,pfr_game_id
Chris Carson,CarsCh00,rushing,SEA,25,105,5,54,2.2,51,2,2,12.5,201810280det
Mike Davis,DaviMi01,rushing,SEA,10,33,NA,25,2.5,8,0.8,0,NA,201810280det
Tyler Lockett,LockTy00,rushing,SEA,2,13,1,13,6.5,0,0,0,NA,201810280det
Tre Madden,MaddTr01,rushing,SEA,2,1,NA,1,0.5,0,0,0,NA,201810280det
Russell Wilson,WilsRu00,rushing,SEA,2,15,1,15,7.5,0,0,0,NA,201810280det
Michael Dickson,DickMi00,rushing,SEA,1,9,1,9,9,0,0,0,NA,201810280det
Kerryon Johnson,JohnKe06,rushing,DET,8,22,0,15,1.9,7,0.9,1,8,201810280det
LeGarrette Blount,BlouLe00,rushing,DET,3,3,0,2,0.7,1,0.3,0,NA,201810280det
Matthew Stafford,StafMa00,rushing,DET,1,6,1,4,4,2,2,0,NA,201810280det
Golden Tate,TateGo00,rushing,DET,1,3,0,3,3,0,0,0,NA,201810280det
