player_name,pfr_player_id,adv_stat_category,team,carries,rushing_yards,rushing_first_downs,rushing_yards_before_contact,rushing_yards_before_contact_avg,rushing_yards_after_contact,rushing_yards_after_contact_avg,rushing_broken_tackles,att_br,pfr_game_id
Miles Sanders,SandMi01,rushing,PHI,10,31,1,4,0.4,27,2.7,0,NA,202012060gnb
Jalen Hurts,HurtJa00,rushing,PHI,5,29,2,21,4.2,8,1.6,0,NA,202012060gnb
Jordan Howard,HowaJo00,rushing,PHI,4,19,1,5,1.3,14,3.5,0,NA,202012060gnb
Carson Wentz,WentCa00,rushing,PHI,3,18,2,13,4.3,5,1.7,0,NA,202012060gnb
Boston Scott,ScotBo02,rushing,PHI,2,9,NA,5,2.5,4,2,0,NA,202012060gnb
Jalen Reagor,ReagJa00,rushing,PHI,1,11,1,11,11,0,0,0,NA,202012060gnb
Aaron Jones,JoneAa00,rushing,GNB,15,130,5,20,1.3,110,7.3,2,7.5,202012060gnb
Jamaal Williams,WillJa06,rushing,GNB,5,26,1,11,2.2,15,3,0,NA,202012060gnb
Aaron Rodgers,RodgAa00,rushing,GNB,4,-3,0,-3,-0.8,0,0,0,NA,202012060gnb
Marquez Valdes-Scantling,ValdMa00,rushing,GNB,1,-4,NA,-4,-4,0,0,0,NA,202012060gnb
