player_name,pfr_player_id,adv_stat_category,team,carries,rushing_yards,rushing_first_downs,rushing_yards_before_contact,rushing_yards_before_contact_avg,rushing_yards_after_contact,rushing_yards_after_contact_avg,rushing_broken_tackles,att_br,pfr_game_id
C.J. Anderson,AndeC.00,rushing,LAR,16,44,2,12,0.8,32,2,1,16,201901200nor
Todd Gurley,GurlTo01,rushing,LAR,4,10,1,5,1.3,5,1.3,0,NA,201901200nor
Jared Goff,GoffJa00,rushing,LAR,3,10,1,8,2.7,2,0.7,0,NA,201901200nor
Robert Woods,WoodRo02,rushing,LAR,2,-3,0,-4,-2,1,0.5,0,NA,201901200nor
Josh Reynolds,ReynJo00,rushing,LAR,1,16,1,13,13,3,3,0,NA,201901200nor
Mark Ingram,IngrMa01,rushing,NOR,9,31,3,23,2.6,8,0.9,1,9,201901200nor
Alvin Kamara,KamaAl00,rushing,NOR,8,15,1,0,0,15,1.9,0,NA,201901200nor
Drew Brees,BreeDr00,rushing,NOR,2,-2,0,-2,-1,0,0,0,NA,201901200nor
Taysom Hill,HillTa00,rushing,NOR,1,0,0,0,0,0,0,0,NA,201901200nor
Zach Line,LineZa01,rushing,NOR,1,4,1,1,1,3,3,0,NA,201901200nor
