player_name,pfr_player_id,adv_stat_category,team,completions,attempts,passing_yards,passing_first_downs,passing_first_downs_pct,intended_air_yards,intended_air_yards_per_att,completed_air_yards,cay_cmp,completed_air_yards_per_attempt,passing_yards_after_catch,passing_yards_after_catch_per_cmp,passing_drops,passing_drop_pct,passing_bad_throws,passing_bad_throw_pct,times_sacked,times_blitzed,times_hurried,times_hit,times_pressured,prss_percent,scramble_attempts,yards_per_scramble,pfr_game_id
Ryan Fitzpatrick,FitzRy00,passing,MIA,28,41,320,18,41.9,376,9.2,203,7.3,5,117,4.2,2,4.9%,8,19.5%,2,21,1,2,5,10.6%,4,3.8,201912290nwe
Albert Wilson,WilsAl02,passing,MIA,1,2,20,1,50,20,10,-3,-3,-1.5,23,23,0,0.0%,1,50.0%,0,2,0,0,0,0.0%,0,NA,201912290nwe
Matt Haack,HaacMa00,passing,MIA,0,1,0,NA,NA,30,30,0,NA,0,0,NA,0,0.0%,0,0.0%,0,0,0,0,0,0.0%,0,NA,201912290nwe
Tom Brady,BradTo00,passing,NWE,16,29,221,8,26.7,308,10.6,137,8.6,4.7,84,5.3,2,6.9%,8,27.6%,1,6,0,1,2,6.7%,0,NA,201912290nwe
