player_name,pfr_player_id,adv_stat_category,team,completions,attempts,passing_yards,passing_first_downs,passing_first_downs_pct,intended_air_yards,intended_air_yards_per_att,completed_air_yards,cay_cmp,completed_air_yards_per_attempt,passing_yards_after_catch,passing_yards_after_catch_per_cmp,passing_drops,passing_drop_pct,passing_bad_throws,passing_bad_throw_pct,times_sacked,times_blitzed,times_hurried,times_hit,times_pressured,prss_percent,scramble_attempts,yards_per_scramble,pfr_game_id
Jared Goff,GoffJa00,passing,LAR,33,51,284,16,30.2,304,6,115,3.5,2.3,169,5.1,4,8.0%,8,16.0%,2,14,2,4,8,15.1%,0,NA,201912150dal
Johnny Hekker,HekkJo00,passing,LAR,1,1,5,1,100,5,5,5,5,5,0,0,0,0.0%,0,0.0%,0,0,0,0,0,0.0%,0,NA,201912150dal
Dak Prescott,PresDa01,passing,DAL,15,23,212,8,34.8,137,6,63,4.2,2.7,149,9.9,2,9.1%,3,13.6%,0,9,2,1,3,12.0%,2,1.5,201912150dal
