player_name,pfr_player_id,adv_stat_category,team,carries,rushing_yards,rushing_first_downs,rushing_yards_before_contact,rushing_yards_before_contact_avg,rushing_yards_after_contact,rushing_yards_after_contact_avg,rushing_broken_tackles,att_br,pfr_game_id
Gus Edwards,EdwaGu00,rushing,BAL,9,38,4,19,2.1,19,2.1,1,9,202010040was
Mark Ingram,IngrMa01,rushing,BAL,8,34,2,23,2.9,11,1.4,1,8,202010040was
Lamar Jackson,JackLa00,rushing,BAL,7,53,1,20,2.9,33,4.7,1,7,202010040was
J.K. Dobbins,DobbJK00,rushing,BAL,5,16,NA,0,0,16,3.2,0,NA,202010040was
Robert Griffin III,GrifRo01,rushing,BAL,3,3,NA,1,0.3,2,0.7,0,NA,202010040was
Antonio Gibson,GibsAn00,rushing,WAS,13,46,4,31,2.4,15,1.2,0,NA,202010040was
Peyton Barber,BarbPe01,rushing,WAS,3,5,NA,4,1.3,1,0.3,0,NA,202010040was
Dwayne Haskins,HaskDw00,rushing,WAS,3,3,2,1,0.3,2,0.7,0,NA,202010040was
J.D. McKissic,McKiJ.00,rushing,WAS,2,6,0,3,1.5,3,1.5,0,NA,202010040was
Isaiah Wright,WrigIs01,rushing,WAS,1,9,0,7,7,2,2,0,NA,202010040was
