player_name,pfr_player_id,adv_stat_category,team,tgt,rec,receiving_yards,receiving_td,receiving_fd,receiving_yards_before_catch,receiving_yards_before_catch_avg,receiving_yards_after_catch,receiving_yards_after_catch_avg,adot,receiving_broken_tackles,receiving_per_broken_tackle,receiving_drop,receiving_drop_pct,receiving_int,receiving_rat,pfr_game_id
Hunter Henry,HenrHu00,receiving,LAC,8,5,73,0,2,40,8,33,6.6,9.1,0,NA,0,0,0,92.2,202009130cin
Keenan Allen,AlleKe00,receiving,LAC,8,4,37,0,4,13,3.3,24,6,11,0,NA,0,0,0,63,202009130cin
Mike Williams,WillMi07,receiving,LAC,9,4,69,0,3,60,15,9,2.3,16.3,0,NA,0,0,0,71.1,202009130cin
Austin Ekeler,EkelAu00,receiving,LAC,1,1,3,0,0,-5,-5,8,8,-5,0,NA,0,0,0,79.2,202009130cin
Virgil Green,GreeVi00,receiving,LAC,2,1,10,0,NA,6,6,4,4,5.5,0,NA,1,50,0,64.6,202009130cin
Jalen Guyton,GuytJa01,receiving,LAC,1,1,16,0,1,14,14,2,2,14,0,NA,0,0,0,118.7,202009130cin
A.J. Green,GreeA.00,receiving,CIN,9,5,51,0,4,39,7.8,12,2.4,14.7,1,5,0,0,0,72,202009130cin
Giovani Bernard,BernGi00,receiving,CIN,5,4,21,0,2,-2,-0.5,23,5.8,-0.6,0,NA,0,0,1,44.6,202009130cin
Tyler Boyd,BoydTy00,receiving,CIN,5,4,33,0,3,25,6.3,8,2,7,0,NA,0,0,0,94.2,202009130cin
C.J. Uzomah,UzomC.00,receiving,CIN,5,4,45,0,3,23,5.8,22,5.5,9.2,0,NA,1,20,0,104.2,202009130cin
John Ross,RossJo00,receiving,CIN,5,2,17,0,1,14,7,3,1.5,12.4,0,NA,1,20,0,49.6,202009130cin
Mike Thomas,ThomMi04,receiving,CIN,3,2,17,0,1,17,8.5,0,0,9.3,1,2,0,0,0,81.2,202009130cin
Joe Mixon,MixoJo00,receiving,CIN,2,1,2,0,0,-6,-6,8,8,-4.5,0,NA,0,0,0,56.2,202009130cin
Drew Sample,SampDr00,receiving,CIN,1,1,7,0,NA,0,0,7,7,0,0,NA,0,0,0,95.8,202009130cin
