player_name,pfr_player_id,adv_stat_category,team,completions,attempts,passing_yards,passing_first_downs,passing_first_downs_pct,intended_air_yards,intended_air_yards_per_att,completed_air_yards,cay_cmp,completed_air_yards_per_attempt,passing_yards_after_catch,passing_yards_after_catch_per_cmp,passing_drops,passing_drop_pct,passing_bad_throws,passing_bad_throw_pct,times_sacked,times_blitzed,times_hurried,times_hit,times_pressured,prss_percent,scramble_attempts,yards_per_scramble,pfr_game_id
Kyler Murray,MurrKy00,passing,ARI,26,40,230,12,28.6,192,4.8,97,3.7,2.4,133,5.1,0,0.0%,7,18.9%,2,12,4,1,7,14.0%,8,11.4,202009130sfo
Jimmy Garoppolo,GaroJi00,passing,SFO,19,33,259,10,27.8,220,6.7,98,5.2,3,161,8.5,2,6.1%,11,33.3%,3,10,1,3,7,18.9%,1,9,202009130sfo
