player_name,pfr_player_id,adv_stat_category,team,carries,rushing_yards,rushing_first_downs,rushing_yards_before_contact,rushing_yards_before_contact_avg,rushing_yards_after_contact,rushing_yards_after_contact_avg,rushing_broken_tackles,att_br,pfr_game_id
Giovani Bernard,BernGi00,rushing,CIN,9,18,1,4,0.4,14,1.6,0,NA,202011220was
Samaje Perine,PeriSa00,rushing,CIN,5,19,1,9,1.8,10,2,0,NA,202011220was
Joe Burrow,BurrJo01,rushing,CIN,2,12,1,12,6,0,0,0,NA,202011220was
Alex Erickson,EricAl01,rushing,CIN,1,2,NA,0,0,2,2,0,NA,202011220was
Ryan Finley,FinlRy00,rushing,CIN,1,19,1,18,18,1,1,0,NA,202011220was
Antonio Gibson,GibsAn00,rushing,WAS,16,94,5,59,3.7,35,2.2,0,NA,202011220was
Peyton Barber,BarbPe01,rushing,WAS,8,28,1,16,2,12,1.5,1,8,202011220was
J.D. McKissic,McKiJ.00,rushing,WAS,6,43,3,28,4.7,15,2.5,1,6,202011220was
Alex Smith,SmitAl03,rushing,WAS,3,-3,0,-3,-1,0,0,0,NA,202011220was
Logan Thomas,ThomLo00,rushing,WAS,1,2,1,0,0,2,2,0,NA,202011220was
