player_name,pfr_player_id,adv_stat_category,team,carries,rushing_yards,rushing_first_downs,rushing_yards_before_contact,rushing_yards_before_contact_avg,rushing_yards_after_contact,rushing_yards_after_contact_avg,rushing_broken_tackles,att_br,pfr_game_id
Bilal Powell,PoweBi00,rushing,NYJ,12,60,3,45,3.8,15,1.3,2,6,201809100det
Isaiah Crowell,CrowIs00,rushing,NYJ,10,102,3,8,0.8,94,9.4,5,2,201809100det
Trenton Cannon,CannTr00,rushing,NYJ,6,15,0,1,0.2,14,2.3,1,6,201809100det
Sam Darnold,DarnSa00,rushing,NYJ,6,-1,1,-1,-0.2,0,0,0,NA,201809100det
Robby Anderson,AndeRo04,rushing,NYJ,1,-9,0,-9,-9,0,0,0,NA,201809100det
Andre Roberts,RobeAn00,rushing,NYJ,1,2,NA,2,2,0,0,0,NA,201809100det
Kerryon Johnson,JohnKe06,rushing,DET,5,17,1,8,1.6,9,1.8,0,NA,201809100det
LeGarrette Blount,BlouLe00,rushing,DET,4,-3,NA,-3,-0.8,0,0,1,4,201809100det
Theo Riddick,RiddTh00,rushing,DET,4,20,1,17,4.3,3,0.8,0,NA,201809100det
Matt Cassel,CassMa00,rushing,DET,1,-1,NA,-1,-1,0,0,0,NA,201809100det
Matthew Stafford,StafMa00,rushing,DET,1,6,0,6,6,0,0,0,NA,201809100det
