player_name,pfr_player_id,adv_stat_category,team,carries,rushing_yards,rushing_first_downs,rushing_yards_before_contact,rushing_yards_before_contact_avg,rushing_yards_after_contact,rushing_yards_after_contact_avg,rushing_broken_tackles,att_br,pfr_game_id
Christian McCaffrey,McCaCh01,rushing,CAR,8,37,2,16,2,21,2.6,1,8,201809160atl
Cam Newton,NewtCa00,rushing,CAR,5,42,3,17,3.4,25,5,1,5,201809160atl
C.J. Anderson,AndeC.00,rushing,CAR,3,31,1,25,8.3,6,2,0,NA,201809160atl
Alex Armah,ArmaAl00,rushing,CAR,1,4,NA,0,0,4,4,0,NA,201809160atl
D.J. Moore,MoorD.00,rushing,CAR,1,7,0,-5,-5,12,12,0,NA,201809160atl
Tevin Coleman,ColeTe01,rushing,ATL,16,107,3,69,4.3,38,2.4,0,NA,201809160atl
Ito Smith,SmitIt00,rushing,ATL,9,46,3,16,1.8,30,3.3,1,9,201809160atl
Matt Ryan,RyanMa00,rushing,ATL,4,18,3,17,4.3,1,0.3,3,1.3,201809160atl
Calvin Ridley,RidlCa00,rushing,ATL,1,3,1,3,3,0,0,0,NA,201809160atl
Mohamed Sanu,SanuMo00,rushing,ATL,1,-4,0,-4,-4,0,0,0,NA,201809160atl
Matt Schaub,SchaMa00,rushing,ATL,1,0,NA,0,0,0,0,0,NA,201809160atl
